,item,condition,disambPositionAmb,disambPositionUnamb,ambiguity,Sentence,disambPosition_0idx,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,investigation,investigation,7,0.5564049482345581,0.8027226595440774,0.5564049482345581,0.8027226595440774
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,given,given,8,8.402613639831543,12.12240902869093,8.402613639831543,12.12240902869093
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,the,the,9,0.9223651885986328,1.330691683479861,0.9223651885986328,1.330691683479861
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,new,new,10,6.643220901489258,9.58414185010846,6.643220901489258,9.58414185010846
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,evidence..,evidence.,11,4.507045388221741,6.502292030648979,2.2535226941108704,3.2511460153244895
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,corrupt,corrupt,1,10.824807167053223,15.616895618486994,10.824807167053223,15.616895618486994
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,politician,politician,2,5.956948280334473,8.594059742870582,5.956948280334473,8.594059742870582
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,mentioned,mentioned,3,9.117837905883789,13.154259530447954,9.117837905883789,13.154259530447954
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,the,the,4,4.231217861175537,6.104357025238754,4.231217861175537,6.104357025238754
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,bill,bill,5,6.275603294372559,9.053781751377732,6.275603294372559,9.053781751377732
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,received,received,6,8.176446914672852,11.796119415890388,8.176446914672852,11.796119415890388
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,unwelcome,unwelcome,7,11.095124244689941,16.006880725861084,11.095124244689941,16.006880725861084
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,attention,attention,8,0.6314210891723633,0.9109480740616764,0.6314210891723633,0.9109480740616764
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,from,from,9,1.6642335653305054,2.4009815115832787,1.6642335653305054,2.4009815115832787
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,southern,southern,10,10.413649559020996,15.023720576355132,10.413649559020996,15.023720576355132
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,voters..,voters.,11,7.650567650794983,11.037436009787449,3.8252838253974915,5.518718004893724
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,After,After,0,10.893840789794922,15.716490083671042,10.893840789794922,15.716490083671042
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,the,the,1,2.499751091003418,3.606378502447407,2.499751091003418,3.606378502447407
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,corrupt,corrupt,2,10.37615966796875,14.969634096450589,10.37615966796875,14.969634096450589
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,politician,politician,3,5.984954833984375,8.634464658933688,5.984954833984375,8.634464658933688
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,signed,signed,4,7.590569496154785,10.950876969625547,7.590569496154785,10.950876969625547
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,the,the,5,1.8750711679458618,2.7051558753093716,1.8750711679458618,2.7051558753093716
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,bill,bill,6,2.351306915283203,3.3922188262870034,2.351306915283203,3.3922188262870034
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,received,received,7,11.526613235473633,16.6293877530629,11.526613235473633,16.6293877530629
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,unwelcome,unwelcome,8,10.189699172973633,14.700628464999433,10.189699172973633,14.700628464999433
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,attention,attention,9,1.8861593008041382,2.7211526695967247,1.8861593008041382,2.7211526695967247
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,from,from,10,1.3549482822418213,1.9547771674512953,1.3549482822418213,1.9547771674512953
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,southern,southern,11,10.315776824951172,14.882520068274353,10.315776824951172,14.882520068274353
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,voters..,voters.,12,8.465975761413574,12.21382124727753,4.232987880706787,6.106910623638765
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,corrupt,corrupt,1,10.824807167053223,15.616895618486994,10.824807167053223,15.616895618486994
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,politician,politician,2,5.956948280334473,8.594059742870582,5.956948280334473,8.594059742870582
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,handed,handed,3,8.685914993286133,12.531126486396998,8.685914993286133,12.531126486396998
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,the,the,4,2.529542922973633,3.6493590306898334,2.529542922973633,3.6493590306898334
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,bill,bill,5,4.857691287994385,7.008167131359021,4.857691287994385,7.008167131359021
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,received,received,6,12.0699462890625,17.413251655026617,12.0699462890625,17.413251655026617
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,unwelcome,unwelcome,7,10.704591751098633,15.443461434050903,10.704591751098633,15.443461434050903
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,attention,attention,8,1.7454625368118286,2.518170145915895,1.7454625368118286,2.518170145915895
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,from,from,9,1.657788872718811,2.391683785512334,1.657788872718811,2.391683785512334
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,southern,southern,10,10.686256408691406,15.417009126486995,10.686256408691406,15.417009126486995
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,voters..,voters.,11,8.231145858764648,11.875033311273487,4.115572929382324,5.937516655636744
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,woman,woman,1,7.634156227111816,11.013759330225817,7.634156227111816,11.013759330225817
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,maintained,maintained,2,11.687297821044922,16.861206607813898,11.687297821044922,16.861206607813898
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,the,the,3,2.819746971130371,4.0680349718114615,2.819746971130371,4.0680349718114615
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,mail,mail,4,10.971441268920898,15.828443910076697,10.971441268920898,15.828443910076697
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,disappeared,disappeared,5,9.71530818939209,14.016226945543902,9.71530818939209,14.016226945543902
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,mysteriously,mysteriously,6,8.555545806884766,12.343043507691016,8.555545806884766,12.343043507691016
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,from,from,7,2.174241781234741,3.136767835480948,2.174241781234741,3.136767835480948
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,her,her,8,0.49061116576194763,0.707802295849515,0.49061116576194763,0.707802295849515
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,front,front,9,4.893763065338135,7.060207705648899,4.893763065338135,7.060207705648899
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,porch..,porch.,10,4.076746106147766,5.881501390302774,2.038373053073883,2.940750695151387
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,After,After,0,10.893840789794922,15.716490083671042,10.893840789794922,15.716490083671042
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,the,the,1,2.499751091003418,3.606378502447407,2.499751091003418,3.606378502447407
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,woman,woman,2,8.249458312988281,11.901452598168428,8.249458312988281,11.901452598168428
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,moved,moved,3,6.860423564910889,9.897499055494723,6.860423564910889,9.897499055494723
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,the,the,4,4.553173065185547,6.56884020145239,4.553173065185547,6.56884020145239
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,mail,mail,5,8.373836517333984,12.080892416772649,8.373836517333984,12.080892416772649
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,disappeared,disappeared,6,13.733373641967773,19.81307004794211,13.733373641967773,19.81307004794211
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,mysteriously,mysteriously,7,7.58994722366333,10.949979220188043,7.58994722366333,10.949979220188043
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,from,from,8,2.089865207672119,3.01503817123495,2.089865207672119,3.01503817123495
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,the,the,9,1.2162312269210815,1.7546507596533438,1.2162312269210815,1.7546507596533438
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,delivery,delivery,10,6.395882606506348,9.227308118514685,6.395882606506348,9.227308118514685
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,system..,system.,11,5.926624894142151,8.55031234398796,2.9633124470710754,4.27515617199398
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,woman,woman,1,7.6341552734375,11.01375795436461,7.6341552734375,11.01375795436461
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,brought,brought,2,7.915677547454834,11.419908742989202,7.915677547454834,11.419908742989202
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,the,the,3,1.913088083267212,2.760002690513379,1.913088083267212,2.760002690513379
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,mail,mail,4,7.835023880004883,11.30355009692965,7.835023880004883,11.30355009692965
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,disappeared,disappeared,5,12.06855583190918,17.411245649386952,12.06855583190918,17.411245649386952
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,mysteriously,mysteriously,6,8.329381942749023,12.016758022474097,8.329381942749023,12.016758022474097
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,after,after,7,3.3847813606262207,4.883207283468847,3.3847813606262207,4.883207283468847
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,reading,reading,8,8.111897468566895,11.702994250101195,8.111897468566895,11.702994250101195
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,the,the,9,1.3692593574523926,1.9754236846873754,1.3692593574523926,1.9754236846873754
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,bad,bad,10,8.49800968170166,12.260036425217384,8.49800968170166,12.260036425217384
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,news,news,11,0.31170761585235596,0.449699031597516,0.31170761585235596,0.449699031597516
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,in,in,12,3.707909107208252,5.349382081036369,3.707909107208252,5.349382081036369
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,it..,it.,13,7.954220652580261,11.475514689614117,3.9771103262901306,5.737757344807059
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,boy,boy,1,8.47847843170166,12.231858787700022,8.47847843170166,12.231858787700022
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,found,found,2,6.247872352600098,9.013774459203422,6.247872352600098,9.013774459203422
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,the,the,3,2.5392372608184814,3.6633450038232986,2.5392372608184814,3.6633450038232986
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,chicken,chicken,4,7.992745399475098,11.5310941509108,7.992745399475098,11.5310941509108
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,stayed,stayed,5,11.794020652770996,17.01517510789473,11.794020652770996,17.01517510789473
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,surprisingly,surprisingly,6,9.882166862487793,14.256953125748387,9.882166862487793,14.256953125748387
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,happy,happy,7,4.8303375244140625,6.96870399229204,4.8303375244140625,6.96870399229204
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,in,in,8,2.6976771354675293,3.891925425258549,2.6976771354675293,3.891925425258549
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,the,the,9,0.9497581720352173,1.370211404838975,0.9497581720352173,1.370211404838975
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,new,new,10,6.100043296813965,8.80050221352147,6.100043296813965,8.80050221352147
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,barn..,barn.,11,6.818106293678284,9.83644813814349,3.409053146839142,4.918224069071745
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,Although,Although,0,11.969841003417969,17.26883025586048,11.969841003417969,17.26883025586048
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,the,the,1,1.806460976600647,2.606172292501187,1.806460976600647,2.606172292501187
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,boy,boy,2,8.64381217956543,12.470384965834668,8.64381217956543,12.470384965834668
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,attacked,attacked,3,7.881781578063965,11.371007196042871,7.881781578063965,11.371007196042871
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,the,the,4,1.9182807207107544,2.7674940828023122,1.9182807207107544,2.7674940828023122
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,chicken,chicken,5,7.97187614440918,11.500986180120155,7.97187614440918,11.500986180120155
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,stayed,stayed,6,12.206557273864746,17.610339645331774,12.206557273864746,17.610339645331774
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,surprisingly,surprisingly,7,10.654619216918945,15.371366306809213,10.654619216918945,15.371366306809213
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,happy,happy,8,5.435916900634766,7.842370355230281,5.435916900634766,7.842370355230281
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,as,as,9,4.368472099304199,6.302373033927967,4.368472099304199,6.302373033927967
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,if,if,10,5.553158760070801,8.01151460442325,5.553158760070801,8.01151460442325
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,nothing,nothing,11,3.4455723762512207,4.9709101802416376,3.4455723762512207,4.9709101802416376
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,happened..,happened.,12,4.27138352394104,6.162303827724564,2.13569176197052,3.081151913862282
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,boy,boy,1,8.478485107421875,12.23186841872847,8.478485107421875,12.23186841872847
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,fed,fed,2,11.278043746948242,16.270777784651013,11.278043746948242,16.270777784651013
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,the,the,3,1.8290550708770752,2.638768680267168,1.8290550708770752,2.638768680267168
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,chicken,chicken,4,5.500577926635742,7.935656496780682,5.500577926635742,7.935656496780682
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,stayed,stayed,5,9.502215385437012,13.708799014028788,9.502215385437012,13.708799014028788
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,surprisingly,surprisingly,6,10.099377632141113,14.570322025954907,10.099377632141113,14.570322025954907
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,happy,happy,7,3.3962836265563965,4.899801545485298,3.3962836265563965,4.899801545485298
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,despite,despite,8,3.8718795776367188,5.585941465575749,3.8718795776367188,5.585941465575749
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,having,having,9,3.010441780090332,4.343149427021266,3.010441780090332,4.343149427021266
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,a,a,10,1.9598393440246582,2.8274505025634538,1.9598393440246582,2.8274505025634538
