,item,condition,targetPosition,Sentence,Unnamed: 4,Option1,Option0,Ans,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
0,25,RC_Subj,5,The bus driver who followed the kids wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,0,RC-Gap,1.0,,,,,,a,a,12,2.7905373573303223,4.0258944068358495,2.7905373573303223,4.0258944068358495
0,25,RC_Subj,5,The bus driver who followed the kids wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,0,RC-Gap,1.0,,,,,,hotel..,hotel.,13,7.846843481063843,11.320602176762698,3.9234217405319214,5.660301088381349
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,bus,bus,1,9.046318054199219,13.05107819509751,9.046318054199219,13.05107819509751
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,driver,driver,2,2.5036308765411377,3.611975849802388,2.5036308765411377,3.611975849802388
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,who,who,3,1.9423600435256958,2.8022332024153926,1.9423600435256958,2.8022332024153926
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,the,the,4,7.8635125160217285,11.344650510832844,7.8635125160217285,11.344650510832844
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,kids,kids,5,8.409603118896484,12.132492715476317,8.409603118896484,12.132492715476317
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,followed,followed,6,8.352548599243164,12.05018044291217,8.352548599243164,12.05018044291217
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,wondered,wondered,7,11.256203651428223,16.239269187151738,11.256203651428223,16.239269187151738
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,about,about,8,3.8817765712738037,5.60021980921568,3.8817765712738037,5.60021980921568
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,the,the,9,1.4054040908813477,2.0275695123595825,1.4054040908813477,2.0275695123595825
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,location,location,10,5.975697040557861,8.621108486267682,5.975697040557861,8.621108486267682
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,of,of,11,0.31242361664772034,0.45073200239426076,0.31242361664772034,0.45073200239426076
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,a,a,12,2.8872931003570557,4.165483437478044,2.8872931003570557,4.165483437478044
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,hotel..,hotel.,13,7.905502557754517,11.405229335807457,3.9527512788772583,5.702614667903728
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,chef,chef,1,10.661454200744629,15.381227104079084,10.661454200744629,15.381227104079084
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,who,who,2,2.55584716796875,3.687308034498617,2.55584716796875,3.687308034498617
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,distracted,distracted,3,11.81660270690918,17.047754125412975,11.81660270690918,17.047754125412975
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,the,the,4,1.7896944284439087,2.5819832766226347,1.7896944284439087,2.5819832766226347
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,camer.aman,cameraman,5,8.070400089025497,11.643126186426935,4.035200044512749,5.821563093213467
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,poured,poured,6,13.556543350219727,19.557957862958254,13.556543350219727,19.557957862958254
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,the,the,7,3.399794578552246,4.904866778518509,3.399794578552246,4.904866778518509
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,flour,flour,8,7.534679889678955,10.87024531152563,7.534679889678955,10.87024531152563
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,onto,onto,9,3.468167781829834,5.003508459816778,3.468167781829834,5.003508459816778
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,the,the,10,1.2837121486663818,1.852005150809905,1.2837121486663818,1.852005150809905
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,counter..,counter.,11,7.178390741348267,10.356228724106394,3.5891953706741333,5.178114362053197
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,chef,chef,1,10.661454200744629,15.381227104079084,10.661454200744629,15.381227104079084
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,who,who,2,2.55584716796875,3.687308034498617,2.55584716796875,3.687308034498617
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,the,the,3,8.082983016967773,11.661279514169118,8.082983016967773,11.661279514169118
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,camer.aman,cameraman,4,9.874380309134722,14.245719503840293,4.937190154567361,7.122859751920147
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,distracted,distracted,5,11.661544799804688,16.824052851782703,11.661544799804688,16.824052851782703
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,poured,poured,6,13.346694946289062,19.25521061126902,13.346694946289062,19.25521061126902
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,the,the,7,2.9712376594543457,4.286589836597315,2.9712376594543457,4.286589836597315
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,flour,flour,8,7.732420921325684,11.155525317262633,7.732420921325684,11.155525317262633
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,onto,onto,9,3.2457046508789062,4.682562004013242,3.2457046508789062,4.682562004013242
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,the,the,10,1.2863794565200806,1.8558532626229602,1.2863794565200806,1.8558532626229602
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,counter..,counter.,11,6.671673536300659,9.625190325251095,3.3358367681503296,4.812595162625548
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,children,children,1,8.5885009765625,12.390587767556738,8.5885009765625,12.390587767556738
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,who,who,2,3.4796926975250244,5.020135398536893,3.4796926975250244,5.020135398536893
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,woke,woke,3,7.594446659088135,10.956470533362209,7.594446659088135,10.956470533362209
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,the,the,4,4.628201961517334,6.677084018113631,4.628201961517334,6.677084018113631
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,father,father,5,6.436986923217773,9.28660911239339,6.436986923217773,9.28660911239339
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,bothered,bothered,6,12.078322410583496,17.42533584400684,12.078322410583496,17.42533584400684
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,him,him,7,1.0705232620239258,1.544438601278194,1.0705232620239258,1.544438601278194
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,about,about,8,4.588754653930664,6.620173583081921,4.588754653930664,6.620173583081921
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,the,the,9,1.8597939014434814,2.6831154386880485,1.8597939014434814,2.6831154386880485
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,trip,trip,10,7.114156246185303,10.26355793648078,7.114156246185303,10.26355793648078
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,to,to,11,1.7652300596237183,2.5466886530472674,1.7652300596237183,2.5466886530472674
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,the,the,12,1.3924343585968018,2.0088581439110107,1.3924343585968018,2.0088581439110107
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,beach..,beach.,13,4.577502369880676,6.60393996868433,2.288751184940338,3.301969984342165
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,children,children,1,8.5885009765625,12.390587767556738,8.5885009765625,12.390587767556738
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,who,who,2,3.4796926975250244,5.020135398536893,3.4796926975250244,5.020135398536893
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,the,the,3,7.826883792877197,11.291806433598133,7.826883792877197,11.291806433598133
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,father,father,4,5.220605850219727,7.53174217054791,5.220605850219727,7.53174217054791
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,woke,woke,5,9.598432540893555,13.847611027054384,9.598432540893555,13.847611027054384
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,bothered,bothered,6,15.677375793457031,22.617672311373138,15.677375793457031,22.617672311373138
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,him,him,7,1.1160914897918701,1.6101796575011063,1.1160914897918701,1.6101796575011063
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,about,about,8,4.464038372039795,6.440246021679854,4.464038372039795,6.440246021679854
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,the,the,9,1.9256713390350342,2.7781564912078536,1.9256713390350342,2.7781564912078536
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,trip,trip,10,6.771838188171387,9.769697371777363,6.771838188171387,9.769697371777363
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,to,to,11,1.62479829788208,2.3440884467993057,1.62479829788208,2.3440884467993057
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,the,the,12,1.3769447803497314,1.9865114061885005,1.3769447803497314,1.9865114061885005
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,beach..,beach.,13,4.538450121879578,6.547599484157579,2.269225060939789,3.2737997420787894
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,class,class,1,8.920952796936035,12.870214360144146,8.920952796936035,12.870214360144146
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,that,that,2,5.05513858795166,7.293023371844297,5.05513858795166,7.293023371844297
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,disliked,disliked,3,12.34613037109375,17.81170106054557,12.34613037109375,17.81170106054557
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,the,the,4,1.9403730630874634,2.7993665955908114,1.9403730630874634,2.7993665955908114
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,teacher,teacher,5,5.9763946533203125,8.622114928740531,5.9763946533203125,8.622114928740531
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,skim.med,skimmed,6,13.674535878002644,19.72818509765262,6.837267939001322,9.86409254882631
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,the,the,7,2.1578242778778076,3.113082384804122,2.1578242778778076,3.113082384804122
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,reading,reading,8,7.412463188171387,10.693923882346855,7.412463188171387,10.693923882346855
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,for,for,9,5.111980438232422,7.375028827359305,5.111980438232422,7.375028827359305
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,the,the,10,1.3563628196716309,1.9568179135864332,1.3563628196716309,1.9568179135864332
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,week..,week.,11,6.385390281677246,9.212170893516344,3.192695140838623,4.606085446758172
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,class,class,1,8.920952796936035,12.870214360144146,8.920952796936035,12.870214360144146
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,that,that,2,5.05513858795166,7.293023371844297,5.05513858795166,7.293023371844297
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,the,the,3,4.229584217071533,6.10200017499133,4.229584217071533,6.10200017499133
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,teacher,teacher,4,5.395500183105469,7.784061357281754,5.395500183105469,7.784061357281754
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,disliked,disliked,5,9.452856063842773,13.637588565543137,9.452856063842773,13.637588565543137
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,skim.med,skimmed,6,14.847643069922924,21.420621025867188,7.423821534961462,10.710310512933594
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,the,the,7,2.316882610321045,3.3425550522320484,2.316882610321045,3.3425550522320484
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,reading,reading,8,7.036159515380859,10.151032439743657,7.036159515380859,10.151032439743657
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,for,for,9,5.1867780685424805,7.482938997677873,5.1867780685424805,7.482938997677873
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,the,the,10,1.490339994430542,2.1501061192034285,1.490339994430542,2.1501061192034285
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,week..,week.,11,6.522921562194824,9.410586589886163,3.261460781097412,4.705293294943082
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,dancer,dancer,1,11.731217384338379,16.924569143975376,11.731217384338379,16.924569143975376
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,that,that,2,5.612695217132568,8.09740755577836,5.612695217132568,8.09740755577836
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,loved,loved,3,7.404102325439453,10.681861707145941,7.404102325439453,10.681861707145941
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,the,the,4,2.6928744316101074,3.8849965882205884,2.6928744316101074,3.8849965882205884
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,audience,audience,5,7.51556396484375,10.842666861563874,7.51556396484375,10.842666861563874
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,ignored,ignored,6,11.192646026611328,16.147574917017725,11.192646026611328,16.147574917017725
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,some,some,7,6.0817790031433105,8.774152407617478,6.0817790031433105,8.774152407617478
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,basic,basic,8,5.337993144989014,7.701096238574932,5.337993144989014,7.701096238574932
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,principles..,principles.,9,6.355986952781677,9.16975085673308,3.1779934763908386,4.58487542836654
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,dancer,dancer,1,11.731217384338379,16.924569143975376,11.731217384338379,16.924569143975376
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,that,that,2,5.612695217132568,8.09740755577836,5.612695217132568,8.09740755577836
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,the,the,3,5.531848907470703,7.980770985755014,5.531848907470703,7.980770985755014
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,audience,audience,4,5.620658874511719,8.108896684786599,5.620658874511719,8.108896684786599
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,loved,loved,5,3.39164137840271,4.893104197095398,3.39164137840271,4.893104197095398
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,ignored,ignored,6,11.685113906860352,16.858055885650092,11.685113906860352,16.858055885650092
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,some,some,7,5.515002727508545,7.956467085465685,5.515002727508545,7.956467085465685
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,basic,basic,8,5.068021774291992,7.3116098808883425,5.068021774291992,7.3116098808883425
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,principles..,principles.,9,6.876969337463379,9.921369559503878,3.4384846687316895,4.960684779751939
