,item,Sentence,token,word,word_pos,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2
7,3,The woman moved the mail .,woman,woman,1,7.634151935577393,11.013753138850387,7.634151935577393,11.013753138850387
7,3,The woman moved the mail .,moved,moved,2,8.363144874572754,12.065467636782063,8.363144874572754,12.065467636782063
7,3,The woman moved the mail .,the,the,3,3.8077523708343506,5.493425462335911,3.8077523708343506,5.493425462335911
7,3,The woman moved the mail .,mail,mail,4,8.37778091430664,12.086582978724396,8.37778091430664,12.086582978724396
7,3,The woman moved the mail .,.,.,5,9.405705451965332,13.569564611612671,9.405705451965332,13.569564611612671
8,3,The woman brought the mail .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
8,3,The woman brought the mail .,woman,woman,1,7.634151935577393,11.013753138850387,7.634151935577393,11.013753138850387
8,3,The woman brought the mail .,brought,brought,2,7.915666103363037,11.41989223265472,7.915666103363037,11.41989223265472
8,3,The woman brought the mail .,the,the,3,1.9130817651748657,2.7599935754328833,1.9130817651748657,2.7599935754328833
8,3,The woman brought the mail .,mail,mail,4,7.835043907165527,11.303578990014994,7.835043907165527,11.303578990014994
8,3,The woman brought the mail .,.,.,5,8.650766372680664,12.480417745755402,8.650766372680664,12.480417745755402
9,4,The boy found the chicken .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
9,4,The boy found the chicken .,boy,boy,1,8.478473663330078,12.231851908393987,8.478473663330078,12.231851908393987
9,4,The boy found the chicken .,found,found,2,6.247867584228516,9.013767579897388,6.247867584228516,9.013767579897388
9,4,The boy found the chicken .,the,the,3,2.539238691329956,3.663347067615109,2.539238691329956,3.663347067615109
9,4,The boy found the chicken .,chicken,chicken,4,7.992744445800781,11.531092775049594,7.992744445800781,11.531092775049594
9,4,The boy found the chicken .,.,.,5,8.147188186645508,11.75390799406262,8.147188186645508,11.75390799406262
10,4,The boy attacked the chicken .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
10,4,The boy attacked the chicken .,boy,boy,1,8.478473663330078,12.231851908393987,8.478473663330078,12.231851908393987
10,4,The boy attacked the chicken .,attacked,attacked,2,6.458660125732422,9.317876934181454,6.458660125732422,9.317876934181454
10,4,The boy attacked the chicken .,the,the,3,2.429431915283203,3.5049293763564537,2.429431915283203,3.5049293763564537
10,4,The boy attacked the chicken .,chicken,chicken,4,8.438411712646484,12.174054730814428,8.438411712646484,12.174054730814428
10,4,The boy attacked the chicken .,.,.,5,8.083800315856934,11.662458627223435,8.083800315856934,11.662458627223435
11,4,The boy fed the chicken .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
11,4,The boy fed the chicken .,boy,boy,1,8.478473663330078,12.231851908393987,8.478473663330078,12.231851908393987
11,4,The boy fed the chicken .,fed,fed,2,11.27804946899414,16.270786039818255,11.27804946899414,16.270786039818255
11,4,The boy fed the chicken .,the,the,3,1.8290488719940186,2.638759737169323,1.8290488719940186,2.638759737169323
11,4,The boy fed the chicken .,chicken,chicken,4,5.500572204589844,7.935648241613441,5.500572204589844,7.935648241613441
11,4,The boy fed the chicken .,.,.,5,7.782381057739258,11.227602558308634,7.782381057739258,11.227602558308634
12,5,The new doctor demonstrated the operation .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
12,5,The new doctor demonstrated the operation .,new,new,1,5.301407814025879,7.648314763025136,5.301407814025879,7.648314763025136
12,5,The new doctor demonstrated the operation .,doctor,doctor,2,9.386733055114746,13.542193228762553,9.386733055114746,13.542193228762553
12,5,The new doctor demonstrated the operation .,demonstrated,demonstrated,3,9.996902465820312,14.422481611689616,9.996902465820312,14.422481611689616
12,5,The new doctor demonstrated the operation .,the,the,4,2.665928840637207,3.8461223177501624,2.665928840637207,3.8461223177501624
12,5,The new doctor demonstrated the operation .,operation,operation,5,8.479321479797363,12.233075049006922,8.479321479797363,12.233075049006922
12,5,The new doctor demonstrated the operation .,.,.,6,8.738405227661133,12.60685388722491,8.738405227661133,12.60685388722491
13,5,The new doctor left the operation .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
13,5,The new doctor left the operation .,new,new,1,5.301407814025879,7.648314763025136,5.301407814025879,7.648314763025136
13,5,The new doctor left the operation .,doctor,doctor,2,9.386733055114746,13.542193228762553,9.386733055114746,13.542193228762553
13,5,The new doctor left the operation .,left,left,3,6.99365234375,10.089707554029602,6.99365234375,10.089707554029602
13,5,The new doctor left the operation .,the,the,4,1.9257241487503052,2.7782326795221857,1.9257241487503052,2.7782326795221857
13,5,The new doctor left the operation .,operation,operation,5,6.695565700531006,9.659659432102321,6.695565700531006,9.659659432102321
13,5,The new doctor left the operation .,.,.,6,9.571496963500977,13.808751203126631,9.571496963500977,13.808751203126631
14,5,The new doctor offered the operation .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
14,5,The new doctor offered the operation .,new,new,1,5.301407814025879,7.648314763025136,5.301407814025879,7.648314763025136
14,5,The new doctor offered the operation .,doctor,doctor,2,9.386733055114746,13.542193228762553,9.386733055114746,13.542193228762553
14,5,The new doctor offered the operation .,offered,offered,3,8.101577758789062,11.688106055981303,8.101577758789062,11.688106055981303
14,5,The new doctor offered the operation .,the,the,4,3.086808443069458,4.453323232990489,3.086808443069458,4.453323232990489
14,5,The new doctor offered the operation .,operation,operation,5,9.133230209350586,13.17646593032736,9.133230209350586,13.17646593032736
14,5,The new doctor offered the operation .,.,.,6,8.754064559936523,12.629445528242249,8.754064559936523,12.629445528242249
15,6,The professor noticed the grant .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
15,6,The professor noticed the grant .,professor,professor,1,9.572498321533203,13.810195857393879,9.572498321533203,13.810195857393879
15,6,The professor noticed the grant .,noticed,noticed,2,9.032452583312988,13.031074549010356,9.032452583312988,13.031074549010356
15,6,The professor noticed the grant .,the,the,3,2.3771514892578125,3.4295046649940604,2.3771514892578125,3.4295046649940604
15,6,The professor noticed the grant .,grant,grant,4,11.904424667358398,17.17445443223421,11.904424667358398,17.17445443223421
15,6,The professor noticed the grant .,.,.,5,9.942014694213867,14.34329529578755,9.942014694213867,14.34329529578755
16,6,The professor read the grant .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
16,6,The professor read the grant .,professor,professor,1,9.572498321533203,13.810195857393879,9.572498321533203,13.810195857393879
16,6,The professor read the grant .,read,read,2,8.526455879211426,12.30107561329687,8.526455879211426,12.30107561329687
16,6,The professor read the grant .,the,the,3,1.636589527130127,2.361099594761448,1.636589527130127,2.361099594761448
16,6,The professor read the grant .,grant,grant,4,9.874059677124023,14.245256929628509,9.874059677124023,14.245256929628509
16,6,The professor read the grant .,.,.,5,8.987332344055176,12.965979803589386,8.987332344055176,12.965979803589386
17,6,The professor awarded the grant .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
17,6,The professor awarded the grant .,professor,professor,1,9.572498321533203,13.810195857393879,9.572498321533203,13.810195857393879
17,6,The professor awarded the grant .,awarded,awarded,2,9.143719673156738,13.19159902774208,9.143719673156738,13.19159902774208
17,6,The professor awarded the grant .,the,the,3,1.1159963607788086,1.6100424153457176,1.1159963607788086,1.6100424153457176
17,6,The professor awarded the grant .,grant,grant,4,6.539632797241211,9.434695805814716,6.539632797241211,9.434695805814716
17,6,The professor awarded the grant .,.,.,5,8.655038833618164,12.486581603962323,8.655038833618164,12.486581603962323
18,7,The technician reported the service .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
18,7,The technician reported the service .,technician,technician,1,12.197002410888672,17.596554891899817,12.197002410888672,17.596554891899817
18,7,The technician reported the service .,reported,reported,2,5.307175159454346,7.656635283673879,5.307175159454346,7.656635283673879
18,7,The technician reported the service .,the,the,3,2.1570448875427246,3.111957962232781,2.1570448875427246,3.111957962232781
18,7,The technician reported the service .,service,service,4,7.057044982910156,10.181163800174822,7.057044982910156,10.181163800174822
18,7,The technician reported the service .,.,.,5,11.649619102478027,16.806847707390386,11.649619102478027,16.806847707390386
19,7,The technician called the service .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
19,7,The technician called the service .,technician,technician,1,12.197002410888672,17.596554891899817,12.197002410888672,17.596554891899817
19,7,The technician called the service .,called,called,2,6.303650379180908,9.09424514154213,6.303650379180908,9.09424514154213
19,7,The technician called the service .,the,the,3,1.844642996788025,2.66125730367664,1.844642996788025,2.66125730367664
19,7,The technician called the service .,service,service,4,5.878345489501953,8.480659886336474,5.878345489501953,8.480659886336474
19,7,The technician called the service .,.,.,5,9.468892097473145,13.660723671737202,9.468892097473145,13.660723671737202
20,7,The technician refused the service .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
20,7,The technician refused the service .,technician,technician,1,12.197002410888672,17.596554891899817,12.197002410888672,17.596554891899817
20,7,The technician refused the service .,refused,refused,2,7.574661731719971,10.92792691676381,7.574661731719971,10.92792691676381
20,7,The technician refused the service .,the,the,3,3.824093818664551,5.517001188081487,3.824093818664551,5.517001188081487
20,7,The technician refused the service .,service,service,4,4.790064334869385,6.910602061455153,4.790064334869385,6.910602061455153
20,7,The technician refused the service .,.,.,5,7.903642654418945,11.402546062488696,7.903642654418945,11.402546062488696
21,8,The mechanic observed the truck .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
21,8,The mechanic observed the truck .,mechanic,mechanic,1,12.00021743774414,17.312654187022734,12.00021743774414,17.312654187022734
21,8,The mechanic observed the truck .,observed,observed,2,10.303384780883789,14.864642127751862,10.303384780883789,14.864642127751862
21,8,The mechanic observed the truck .,the,the,3,2.223229169845581,3.2074416980959066,2.223229169845581,3.2074416980959066
21,8,The mechanic observed the truck .,truck,truck,4,7.430927276611328,10.720561931173695,7.430927276611328,10.720561931173695
21,8,The mechanic observed the truck .,.,.,5,10.838979721069336,15.63734229188277,10.838979721069336,15.63734229188277
22,8,The mechanic stopped the truck .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
22,8,The mechanic stopped the truck .,mechanic,mechanic,1,12.00021743774414,17.312654187022734,12.00021743774414,17.312654187022734
22,8,The mechanic stopped the truck .,stopped,stopped,2,8.239252090454102,11.886728131532157,8.239252090454102,11.886728131532157
22,8,The mechanic stopped the truck .,the,the,3,3.1523120403289795,4.547824947917189,3.1523120403289795,4.547824947917189
22,8,The mechanic stopped the truck .,truck,truck,4,3.621717929840088,5.225034496878938,3.621717929840088,5.225034496878938
22,8,The mechanic stopped the truck .,.,.,5,9.126238822937012,13.166379491819558,9.126238822937012,13.166379491819558
23,8,The mechanic brought the truck .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
23,8,The mechanic brought the truck .,mechanic,mechanic,1,12.00021743774414,17.312654187022734,12.00021743774414,17.312654187022734
23,8,The mechanic brought the truck .,brought,brought,2,8.298776626586914,11.972603884622183,8.298776626586914,11.972603884622183
23,8,The mechanic brought the truck .,the,the,3,2.292465925216675,3.3073292217170263,2.292465925216675,3.3073292217170263
23,8,The mechanic brought the truck .,truck,truck,4,7.04765510559082,10.16761707073166,7.04765510559082,10.16761707073166
23,8,The mechanic brought the truck .,.,.,5,9.611348152160645,13.866244315379465,9.611348152160645,13.866244315379465
24,9,The guitarist knew the song .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
24,9,The guitarist knew the song .,guitarist,guitarist,1,10.494335174560547,15.140125313765116,10.494335174560547,15.140125313765116
24,9,The guitarist knew the song .,knew,knew,2,7.770119667053223,11.209913110771488,7.770119667053223,11.209913110771488
24,9,The guitarist knew the song .,the,the,3,2.74495792388916,3.9601371842437563,2.74495792388916,3.9601371842437563
24,9,The guitarist knew the song .,song,song,4,3.2102527618408203,4.63141573950785,3.2102527618408203,4.63141573950785
24,9,The guitarist knew the song .,.,.,5,9.039606094360352,13.041394883923331,9.039606094360352,13.041394883923331
25,9,The guitarist began the song .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
25,9,The guitarist began the song .,guitarist,guitarist,1,10.494335174560547,15.140125313765116,10.494335174560547,15.140125313765116
25,9,The guitarist began the song .,began,began,2,6.807099342346191,9.820568464041376,6.807099342346191,9.820568464041376
25,9,The guitarist began the song .,the,the,3,3.026136875152588,4.365792662833863,3.026136875152588,4.365792662833863
25,9,The guitarist began the song .,song,song,4,3.259704351425171,4.702759302565269,3.259704351425171,4.702759302565269
25,9,The guitarist began the song .,.,.,5,9.926400184631348,14.320768320246936,9.926400184631348,14.320768320246936
26,9,The guitarist assigned the song .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
26,9,The guitarist assigned the song .,guitarist,guitarist,1,10.494335174560547,15.140125313765116,10.494335174560547,15.140125313765116
26,9,The guitarist assigned the song .,assigned,assigned,2,9.332795143127441,13.464377270622563,9.332795143127441,13.464377270622563
26,9,The guitarist assigned the song .,the,the,3,2.029203414916992,2.927521703655694,2.029203414916992,2.927521703655694
26,9,The guitarist assigned the song .,song,song,4,3.294569492340088,4.753059068463115,3.294569492340088,4.753059068463115
26,9,The guitarist assigned the song .,.,.,5,9.021156311035156,13.014777473014595,9.021156311035156,13.014777473014595
27,10,The player revealed the bonus .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
27,10,The player revealed the bonus .,player,player,1,7.75132417678833,11.18279695017525,7.75132417678833,11.18279695017525
27,10,The player revealed the bonus .,revealed,revealed,2,8.698837280273438,12.549769405750526,8.698837280273438,12.549769405750526
27,10,The player revealed the bonus .,the,the,3,2.873932123184204,4.1462076219693405,2.873932123184204,4.1462076219693405
27,10,The player revealed the bonus .,bonus,bonus,4,9.426403045654297,13.599424927386076,9.426403045654297,13.599424927386076
27,10,The player revealed the bonus .,.,.,5,8.733171463012695,12.59930316092143,8.733171463012695,12.59930316092143
28,10,The player lost the bonus .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
28,10,The player lost the bonus .,player,player,1,7.75132417678833,11.18279695017525,7.75132417678833,11.18279695017525
28,10,The player lost the bonus .,lost,lost,2,7.91534423828125,11.41942787949739,7.91534423828125,11.41942787949739
28,10,The player lost the bonus .,the,the,3,2.3852033615112305,3.441121061163938,2.3852033615112305,3.441121061163938
28,10,The player lost the bonus .,bonus,bonus,4,6.076203346252441,8.766108435071322,6.076203346252441,8.766108435071322
28,10,The player lost the bonus .,.,.,5,7.720455646514893,11.138263074630231,7.720455646514893,11.138263074630231
29,10,The player paid the bonus .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
29,10,The player paid the bonus .,player,player,1,7.75132417678833,11.18279695017525,7.75132417678833,11.18279695017525
29,10,The player paid the bonus .,paid,paid,2,9.602462768554688,13.853425416514755,9.602462768554688,13.853425416514755
29,10,The player paid the bonus .,the,the,3,2.903627634048462,4.18904918822987,2.903627634048462,4.18904918822987
29,10,The player paid the bonus .,bonus,bonus,4,6.092729568481445,8.789950733925735,6.092729568481445,8.789950733925735
29,10,The player paid the bonus .,.,.,5,6.755083084106445,9.745524866233293,6.755083084106445,9.745524866233293
30,11,The recent hire claimed the job .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
30,11,The recent hire claimed the job .,recent,recent,1,6.724862098693848,9.70192520044776,6.724862098693848,9.70192520044776
30,11,The recent hire claimed the job .,hire,hire,2,9.669536590576172,13.950192486918619,9.669536590576172,13.950192486918619
30,11,The recent hire claimed the job .,claimed,claimed,3,12.960941314697266,18.698685759966626,12.960941314697266,18.698685759966626
30,11,The recent hire claimed the job .,the,the,4,2.8654463291168213,4.133965208950323,2.8654463291168213,4.133965208950323
30,11,The recent hire claimed the job .,job,job,5,4.078661918640137,5.88426532348479,4.078661918640137,5.88426532348479
30,11,The recent hire claimed the job .,.,.,6,9.528541564941406,13.74677966264533,9.528541564941406,13.74677966264533
31,11,The recent hire started the job .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
31,11,The recent hire started the job .,recent,recent,1,6.724862098693848,9.70192520044776,6.724862098693848,9.70192520044776
31,11,The recent hire started the job .,hire,hire,2,9.669536590576172,13.950192486918619,9.669536590576172,13.950192486918619
31,11,The recent hire started the job .,started,started,3,11.555103302001953,16.670490230757906,11.555103302001953,16.670490230757906
31,11,The recent hire started the job .,the,the,4,2.996676445007324,4.323290246360835,2.996676445007324,4.323290246360835
31,11,The recent hire started the job .,job,job,5,6.031655788421631,8.701839894305097,6.031655788421631,8.701839894305097
31,11,The recent hire started the job .,.,.,6,8.79306411743164,12.685709996437318,8.79306411743164,12.685709996437318
32,11,The recent hire offered the job .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
32,11,The recent hire offered the job .,recent,recent,1,6.724862098693848,9.70192520044776,6.724862098693848,9.70192520044776
32,11,The recent hire offered the job .,hire,hire,2,9.669536590576172,13.950192486918619,9.669536590576172,13.950192486918619
32,11,The recent hire offered the job .,offered,offered,3,11.490482330322266,16.577261875378195,11.490482330322266,16.577261875378195
32,11,The recent hire offered the job .,the,the,4,2.804603338241577,4.046187327741755,2.804603338241577,4.046187327741755
32,11,The recent hire offered the job .,job,job,5,5.237077713012695,7.55550604531353,5.237077713012695,7.55550604531353
32,11,The recent hire offered the job .,.,.,6,9.452718734741211,13.637390441529343,9.452718734741211,13.637390441529343
33,12,The assistant manager discovered the training .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
33,12,The assistant manager discovered the training .,assistant,assistant,1,10.200814247131348,14.716664127365881,10.200814247131348,14.716664127365881
33,12,The assistant manager discovered the training .,manager,manager,2,3.082582712173462,4.447226791982705,3.082582712173462,4.447226791982705
33,12,The assistant manager discovered the training .,discovered,discovered,3,9.29495620727539,13.409787225516295,9.29495620727539,13.409787225516295
33,12,The assistant manager discovered the training .,the,the,4,1.811422348022461,2.6133300384474465,1.811422348022461,2.6133300384474465
33,12,The assistant manager discovered the training .,training,training,5,8.841543197631836,12.755650525028999,8.841543197631836,12.755650525028999
33,12,The assistant manager discovered the training .,.,.,6,11.300999641418457,16.30389613976236,11.300999641418457,16.30389613976236
34,12,The assistant manager worked the training .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
34,12,The assistant manager worked the training .,assistant,assistant,1,10.200814247131348,14.716664127365881,10.200814247131348,14.716664127365881
34,12,The assistant manager worked the training .,manager,manager,2,3.082582712173462,4.447226791982705,3.082582712173462,4.447226791982705
34,12,The assistant manager worked the training .,worked,worked,3,8.11862564086914,11.712700950915892,8.11862564086914,11.712700950915892
34,12,The assistant manager worked the training .,the,the,4,3.7707924842834473,5.440103617297104,3.7707924842834473,5.440103617297104
34,12,The assistant manager worked the training .,training,training,5,7.2549848556518555,10.466730672973464,7.2549848556518555,10.466730672973464
34,12,The assistant manager worked the training .,.,.,6,11.917125701904297,17.19277815178774,11.917125701904297,17.19277815178774
35,12,The assistant manager assigned the training .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
35,12,The assistant manager assigned the training .,assistant,assistant,1,10.200814247131348,14.716664127365881,10.200814247131348,14.716664127365881
35,12,The assistant manager assigned the training .,manager,manager,2,3.082582712173462,4.447226791982705,3.082582712173462,4.447226791982705
35,12,The assistant manager assigned the training .,assigned,assigned,3,7.678402423858643,11.077593098850661,7.678402423858643,11.077593098850661
35,12,The assistant manager assigned the training .,the,the,4,3.565838098526001,5.1444169413563925,3.565838098526001,5.1444169413563925
35,12,The assistant manager assigned the training .,training,training,5,6.890674114227295,9.94114137297767,6.890674114227295,9.94114137297767
35,12,The assistant manager assigned the training .,.,.,6,10.601813316345215,15.295183495921817,10.601813316345215,15.295183495921817
36,13,The mayor showed the document .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
36,13,The mayor showed the document .,mayor,mayor,1,8.153499603271484,11.763013443529902,8.153499603271484,11.763013443529902
36,13,The mayor showed the document .,showed,showed,2,9.9938325881958,14.418052714464597,9.9938325881958,14.418052714464597
36,13,The mayor showed the document .,the,the,3,3.091390609741211,4.459933902124354,3.091390609741211,4.459933902124354
36,13,The mayor showed the document .,document,document,4,7.339108943939209,10.588096077964934,7.339108943939209,10.588096077964934
36,13,The mayor showed the document .,.,.,5,8.848725318908691,12.766012135778182,8.848725318908691,12.766012135778182
37,13,The mayor changed the document .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
37,13,The mayor changed the document .,mayor,mayor,1,8.153499603271484,11.763013443529902,8.153499603271484,11.763013443529902
37,13,The mayor changed the document .,changed,changed,2,10.804532051086426,15.587644809228248,10.804532051086426,15.587644809228248
37,13,The mayor changed the document .,the,the,3,1.6714940071105957,2.411456114934078,1.6714940071105957,2.411456114934078
37,13,The mayor changed the document .,document,document,4,10.401413917541504,15.006068277070574,10.401413917541504,15.006068277070574
37,13,The mayor changed the document .,.,.,5,8.700526237487793,12.55220605594795,8.700526237487793,12.55220605594795
38,13,The mayor sent the document .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
38,13,The mayor sent the document .,mayor,mayor,1,8.153499603271484,11.763013443529902,8.153499603271484,11.763013443529902
38,13,The mayor sent the document .,sent,sent,2,7.679929256439209,11.079795852642912,7.679929256439209,11.079795852642912
38,13,The mayor sent the document .,the,the,3,2.8759217262268066,4.149078012412241,2.8759217262268066,4.149078012412241
38,13,The mayor sent the document .,document,document,4,6.164975166320801,8.894179099654632,6.164975166320801,8.894179099654632
38,13,The mayor sent the document .,.,.,5,9.972161293029785,14.386787644398945,9.972161293029785,14.386787644398945
39,14,The basketball player mentioned the contract .,The,The,0,7.6898956298828125,11.094174290185645,7.6898956298828125,11.094174290185645
39,14,The basketball player mentioned the contract .,basketball,basketball,1,10.046219825744629,14.493631522282163,10.046219825744629,14.493631522282163
39,14,The basketball player mentioned the contract .,player,player,2,4.380722999572754,6.320047346991837,4.380722999572754,6.320047346991837
39,14,The basketball player mentioned the contract .,mentioned,mentioned,3,8.277671813964844,11.94215607611343,8.277671813964844,11.94215607611343
39,14,The basketball player mentioned the contract .,the,the,4,4.737895965576172,6.83533901378457,4.737895965576172,6.83533901378457
39,14,The basketball player mentioned the contract .,contract,contract,5,7.606029510498047,10.973181055650642,7.606029510498047,10.973181055650642
