,item,Main clause subject number,condition,disambPosition,Sentence,Question,Option1,Option0,Correct answer,Question target,disambPosition_0idx,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2,token,word,word_pos
1,1,singular,AGREE,7,"If the supervisor changes, the schedule deserves further inspection by the rest of the staff.",Does the schedule ever deserve closer inspection?,Yes,No,1,Main clause,7,6.228955268859863,8.986482876303304,6.228955268859863,8.986482876303304,inspection,inspection,8
1,1,singular,AGREE,7,"If the supervisor changes, the schedule deserves further inspection by the rest of the staff.",Does the schedule ever deserve closer inspection?,Yes,No,1,Main clause,7,3.4527101516723633,4.9812078134446995,3.4527101516723633,4.9812078134446995,by,by,9
1,1,singular,AGREE,7,"If the supervisor changes, the schedule deserves further inspection by the rest of the staff.",Does the schedule ever deserve closer inspection?,Yes,No,1,Main clause,7,0.7680971026420593,1.1081298809028801,0.7680971026420593,1.1081298809028801,the,the,10
1,1,singular,AGREE,7,"If the supervisor changes, the schedule deserves further inspection by the rest of the staff.",Does the schedule ever deserve closer inspection?,Yes,No,1,Main clause,7,6.675371170043945,9.630524883115557,6.675371170043945,9.630524883115557,rest,rest,11
1,1,singular,AGREE,7,"If the supervisor changes, the schedule deserves further inspection by the rest of the staff.",Does the schedule ever deserve closer inspection?,Yes,No,1,Main clause,7,0.1056598499417305,0.15243494153200662,0.1056598499417305,0.15243494153200662,of,of,12
1,1,singular,AGREE,7,"If the supervisor changes, the schedule deserves further inspection by the rest of the staff.",Does the schedule ever deserve closer inspection?,Yes,No,1,Main clause,7,0.09126713126897812,0.13167063767791679,0.09126713126897812,0.13167063767791679,the,the,13
1,1,singular,AGREE,7,"If the supervisor changes, the schedule deserves further inspection by the rest of the staff.",Does the schedule ever deserve closer inspection?,Yes,No,1,Main clause,7,3.7535343170166016,5.4152053449663935,1.8767671585083008,2.7076026724831967,staff..,staff.,14
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,9.453110694885254,13.637955920485378,9.453110694885254,13.637955920485378,When,When,0
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,1.1691312789916992,1.6866998983494956,1.1691312789916992,1.6866998983494956,the,the,1
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,9.84027099609375,14.196510167067954,9.84027099609375,14.196510167067954,magician,magician,2
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,10.26917290687561,14.815284826780744,5.134586453437805,7.407642413390372,"moves.,","moves,",3
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,1.1339197158813477,1.6359003508682426,1.1339197158813477,1.6359003508682426,the,the,4
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,6.358180999755859,9.17291619742221,6.358180999755859,9.17291619742221,cards,cards,5
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,10.884543418884277,15.70307681276495,10.884543418884277,15.70307681276495,disappears,disappears,6
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,12.311046600341797,17.761085878466044,12.311046600341797,17.761085878466044,mysteriously,mysteriously,7
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,2.9814491271972656,4.301321870470224,2.9814491271972656,4.301321870470224,from,from,8
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,4.124688625335693,5.95066782498292,4.124688625335693,5.95066782498292,his,his,9
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,10.688835978507996,15.420730659069015,5.344417989253998,7.710365329534508,assistant.s,assistant's,10
2,3,plural,UNAGREE,7,"When the magician moves, the cards disappears mysteriously from his assistant's hand.",Do the cards ever disappear?,Yes,No,1,Main clause,7,4.2252718806266785,6.095778788587694,2.1126359403133392,3.047889394293847,hand..,hand.,11
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,9.453110694885254,13.637955920485378,9.453110694885254,13.637955920485378,When,When,0
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,1.1691312789916992,1.6866998983494956,1.1691312789916992,1.6866998983494956,the,the,1
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,9.84027099609375,14.196510167067954,9.84027099609375,14.196510167067954,magician,magician,2
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,10.26917290687561,14.815284826780744,5.134586453437805,7.407642413390372,"moves.,","moves,",3
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,1.1339197158813477,1.6359003508682426,1.1339197158813477,1.6359003508682426,the,the,4
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,6.074397087097168,8.763502553945449,6.074397087097168,8.763502553945449,card,card,5
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,6.980751037597656,10.071094903622624,6.980751037597656,10.071094903622624,disappears,disappears,6
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,11.23208999633789,16.20448053653521,11.23208999633789,16.20448053653521,mysteriously,mysteriously,7
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,2.7871286869049072,4.020976734917078,2.7871286869049072,4.020976734917078,from,from,8
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,4.205625057220459,6.06743441389032,4.205625057220459,6.06743441389032,his,his,9
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,10.382534623146057,14.97883121267078,5.191267311573029,7.48941560633539,assistant.s,assistant's,10
3,3,singular,AGREE,7,"When the magician moves, the card disappears mysteriously from his assistant's hand.",Does the card ever disappear?,Yes,No,1,Main clause,7,4.660876393318176,6.724223258836571,2.330438196659088,3.3621116294182856,hand..,hand.,11
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,13.496302604675293,19.471048838101847,13.496302604675293,19.471048838101847,Whenever,Whenever,0
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,1.3944892883300781,2.0118227808465834,1.3944892883300781,2.0118227808465834,the,the,1
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,9.326265335083008,13.454956748938903,9.326265335083008,13.454956748938903,lawyer,lawyer,2
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,8.456685066223145,12.200417607399887,4.228342533111572,6.100208803699943,"leaves.,","leaves,",3
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,4.05546760559082,5.850803003071715,4.05546760559082,5.850803003071715,his,his,4
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,6.539544105529785,9.434567850722473,6.539544105529785,9.434567850722473,clients,clients,5
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,11.237822532653809,16.2127508382499,11.237822532653809,16.2127508382499,appears,appears,6
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,7.531238079071045,10.86527982842992,7.531238079071045,10.86527982842992,increasingly,increasingly,7
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,3.82464861869812,5.517801595338602,3.82464861869812,5.517801595338602,uncomfortable,uncomfortable,8
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,3.279991626739502,4.732027654054404,3.279991626739502,4.732027654054404,in,in,9
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,1.2599636316299438,1.8177432830529687,1.2599636316299438,1.8177432830529687,the,the,10
4,5,plural,UNAGREE,7,"Whenever the lawyer leaves, his clients appears increasingly uncomfortable in the courtroom.",Do the clients always look comfortable in the courtroom?,Yes,No,0,Main clause,7,4.414583265781403,6.368897385134234,2.2072916328907013,3.184448692567117,courtroom..,courtroom.,11
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,13.496302604675293,19.471048838101847,13.496302604675293,19.471048838101847,Whenever,Whenever,0
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,1.3944892883300781,2.0118227808465834,1.3944892883300781,2.0118227808465834,the,the,1
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,9.326265335083008,13.454956748938903,9.326265335083008,13.454956748938903,lawyer,lawyer,2
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,8.456685066223145,12.200417607399887,4.228342533111572,6.100208803699943,"leaves.,","leaves,",3
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,4.05546760559082,5.850803003071715,4.05546760559082,5.850803003071715,his,his,4
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,5.51603889465332,7.957961958666985,5.51603889465332,7.957961958666985,client,client,5
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,6.26397180557251,9.037001060167746,6.26397180557251,9.037001060167746,appears,appears,6
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,8.641509056091309,12.467062261019999,8.641509056091309,12.467062261019999,increasingly,increasingly,7
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,4.079221248626709,5.885072266082639,4.079221248626709,5.885072266082639,uncomfortable,uncomfortable,8
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,3.3663082122802734,4.856556163960542,3.3663082122802734,4.856556163960542,in,in,9
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,1.1543043851852417,1.665309212183132,1.1543043851852417,1.665309212183132,the,the,10
5,5,singular,AGREE,7,"Whenever the lawyer leaves, his client appears increasingly uncomfortable in the courtroom.",Does the client always look comfortable in the courtroom?,Yes,No,0,Main clause,7,4.22921758890152,6.101471242348602,2.11460879445076,3.050735621174301,courtroom..,courtroom.,11
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,9.242095947265625,13.333525990540105,9.242095947265625,13.333525990540105,After,After,0
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,1.1599382162094116,1.6734371122629084,1.1599382162094116,1.6734371122629084,the,the,1
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,13.704026222229004,19.7707306710221,13.704026222229004,19.7707306710221,esteemed,esteemed,2
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,11.287500381469727,16.284420824378657,11.287500381469727,16.284420824378657,reviewer,reviewer,3
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,12.617258071899414,18.202855649945526,6.308629035949707,9.101427824972763,"reads.,","reads,",4
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,2.951779365539551,4.25851745246228,2.951779365539551,4.25851745246228,the,the,5
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,6.725461483001709,9.7027899292163,6.725461483001709,9.7027899292163,books,books,6
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,12.896034240722656,18.605044646224844,12.896034240722656,18.605044646224844,gains,gains,7
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,3.700841188430786,5.339185229666713,3.700841188430786,5.339185229666713,more,more,8
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,2.4547510147094727,3.541457115538507,2.4547510147094727,3.541457115538507,attention,attention,9
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,5.520816802978516,7.964855023313566,5.520816802978516,7.964855023313566,due,due,10
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,0.0038771473336964846,0.005593541231119785,0.0038771473336964846,0.005593541231119785,to,to,11
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,4.6989426612854,6.779141274858035,4.6989426612854,6.779141274858035,his,his,12
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,9.769065856933594,14.093782865915788,9.769065856933594,14.093782865915788,glowing,glowing,13
6,6,plural,UNAGREE,8,"After the esteemed reviewer reads, the books gains more attention due to his glowing praise.",Does the esteemed reviewer like the books?,Yes,No,1,Main clause,8,9.300260066986084,13.417439077618482,4.650130033493042,6.708719538809241,praise..,praise.,14
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,9.242095947265625,13.333525990540105,9.242095947265625,13.333525990540105,After,After,0
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,1.1599382162094116,1.6734371122629084,1.1599382162094116,1.6734371122629084,the,the,1
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,13.704026222229004,19.7707306710221,13.704026222229004,19.7707306710221,esteemed,esteemed,2
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,11.287500381469727,16.284420824378657,11.287500381469727,16.284420824378657,reviewer,reviewer,3
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,12.617258071899414,18.202855649945526,6.308629035949707,9.101427824972763,"reads.,","reads,",4
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,2.951779365539551,4.25851745246228,2.951779365539551,4.25851745246228,the,the,5
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,2.9098172187805176,4.197978871427969,2.9098172187805176,4.197978871427969,book,book,6
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,10.295570373535156,14.853368321022502,10.295570373535156,14.853368321022502,gains,gains,7
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,4.003139495849609,5.775309498648976,4.003139495849609,5.775309498648976,more,more,8
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,2.5434153079986572,3.6693726517707383,2.5434153079986572,3.6693726517707383,attention,attention,9
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,5.647205352783203,8.147195157341937,5.647205352783203,8.147195157341937,due,due,10
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,0.004635659046471119,0.006687842317595945,0.004635659046471119,0.006687842317595945,to,to,11
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,3.9945685863494873,5.762944290017242,3.9945685863494873,5.762944290017242,his,his,12
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,9.627958297729492,13.890207690020084,9.627958297729492,13.890207690020084,glowing,glowing,13
7,6,singular,AGREE,8,"After the esteemed reviewer reads, the book gains more attention due to his glowing praise.",Does the esteemed reviewer like the book?,Yes,No,1,Main clause,8,9.09536349773407,13.12183581326344,4.547681748867035,6.56091790663172,praise..,praise.,14
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,13.496301651000977,19.471047462240637,13.496301651000977,19.471047462240637,Whenever,Whenever,0
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,1.394490361213684,2.0118243286904414,1.394490361213684,2.0118243286904414,the,the,1
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,9.960714340209961,14.370273182332495,9.960714340209961,14.370273182332495,nurse,nurse,2
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,10.20079517364502,14.716636610141743,5.10039758682251,7.358318305070871,"calls.,","calls,",3
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,1.8895512819290161,2.7260462639443754,1.8895512819290161,2.7260462639443754,the,the,4
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,5.941378593444824,8.571597432806692,5.941378593444824,8.571597432806692,doctors,doctors,5
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,10.377927780151367,14.972184943128186,10.377927780151367,14.972184943128186,stops,stops,6
8,7,plural,UNAGREE,7,"Whenever the nurse calls, the doctors stops working immediately to check on the patient.",Does the nurse call the patient?,Yes,No,0,Both,7,6.5215864181518555,9.4086603841965,6.5215864181518555,9.4086603841965,working,working,7
