,item,condition,targetPosition,Sentence,Unnamed: 4,Option1,Option0,Ans,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2,token,word,word_pos
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,3.246784210205078,4.684119478899456,3.246784210205078,4.684119478899456,who,who,3
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,6.390007019042969,9.21883143761896,6.390007019042969,9.21883143761896,the,the,4
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,9.499317169189453,13.704617771821011,9.499317169189453,13.704617771821011,kids,kids,5
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,9.057316780090332,13.066946002396717,9.057316780090332,13.066946002396717,followed,followed,6
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,13.438247680664062,19.38729328713166,13.438247680664062,19.38729328713166,wondered,wondered,7
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,2.6626505851745605,3.8413927948514353,2.6626505851745605,3.8413927948514353,about,about,8
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,1.746954083442688,2.5203219928434906,1.746954083442688,2.5203219928434906,the,the,9
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,4.0489959716796875,5.841466408921675,4.0489959716796875,5.841466408921675,location,location,10
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,0.4789097011089325,0.6909206508234726,0.4789097011089325,0.6909206508234726,of,of,11
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,3.1519932746887207,4.547365066308782,3.1519932746887207,4.547365066308782,a,a,12
1,25,RC_Obj,7,The bus driver who the kids followed wondered about the location of a hotel.,Who was being followed?,The bus driver,The kids,1,RC-Gap,,,,1.0,,,6.855129837989807,9.889861821917858,3.4275649189949036,4.944930910958929,hotel..,hotel.,13
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,13.032386779785156,18.801759778142934,13.032386779785156,18.801759778142934,chef,chef,1
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,4.815850734710693,6.947803972628589,4.815850734710693,6.947803972628589,who,who,2
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,13.58199691772461,19.59467959857048,13.58199691772461,19.59467959857048,distracted,distracted,3
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,0.8414701223373413,1.2139847725523116,0.8414701223373413,1.2139847725523116,the,the,4
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,11.401954650878906,16.44954343126385,11.401954650878906,16.44954343126385,cameraman,cameraman,5
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,11.67378044128418,16.841705151067263,11.67378044128418,16.841705151067263,poured,poured,6
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,1.8208420276641846,2.6269197635533237,1.8208420276641846,2.6269197635533237,the,the,7
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,9.763809204101562,14.086199118943341,9.763809204101562,14.086199118943341,flour,flour,8
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,3.562106132507324,5.139032852488482,3.562106132507324,5.139032852488482,onto,onto,9
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,0.7251021862030029,1.0461013281728182,0.7251021862030029,1.0461013281728182,the,the,10
2,26,RC_Subj,4,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,0,RC-Gap,1.0,,,,,,8.886629700660706,12.820696599359774,4.443314850330353,6.410348299679887,counter..,counter.,11
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,13.032386779785156,18.801759778142934,13.032386779785156,18.801759778142934,chef,chef,1
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,4.815850734710693,6.947803972628589,4.815850734710693,6.947803972628589,who,who,2
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,5.782774925231934,8.342780707209156,5.782774925231934,8.342780707209156,the,the,3
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,10.044443130493164,14.491068292853704,10.044443130493164,14.491068292853704,cameraman,cameraman,4
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,12.921229362487793,18.641393523450002,12.921229362487793,18.641393523450002,distracted,distracted,5
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,13.757081031799316,19.8472725816845,13.757081031799316,19.8472725816845,poured,poured,6
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,4.171442985534668,6.018120108581917,4.171442985534668,6.018120108581917,the,the,7
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,9.209518432617188,13.286526571712315,9.209518432617188,13.286526571712315,flour,flour,8
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,4.188915252685547,6.043327261753578,4.188915252685547,6.043327261753578,onto,onto,9
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,0.9129981994628906,1.3171779747056651,0.9129981994628906,1.3171779747056651,the,the,10
3,26,RC_Obj,6,The chef who the cameraman distracted poured the flour onto the counter.,Who was being distracted?,The chef,The cameraman,1,RC-Gap,,,,1.0,,,9.241869688034058,13.333199567468768,4.620934844017029,6.666599783734384,counter..,counter.,11
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,10.001041412353516,14.428452849327572,10.001041412353516,14.428452849327572,children,children,1
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,4.477823734283447,6.460134095425629,4.477823734283447,6.460134095425629,who,who,2
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,10.083904266357422,14.547998677872913,10.083904266357422,14.547998677872913,woke,woke,3
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,4.6932220458984375,6.770888171408431,4.6932220458984375,6.770888171408431,the,the,4
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,6.475749492645264,9.342531679078544,6.475749492645264,9.342531679078544,father,father,5
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,13.130558013916016,18.943390930781472,13.130558013916016,18.943390930781472,bothered,bothered,6
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,2.2368035316467285,3.227025362549655,2.2368035316467285,3.227025362549655,him,him,7
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,5.392326354980469,7.779482491185183,5.392326354980469,7.779482491185183,about,about,8
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,1.2739523649215698,1.8379247592011159,1.2739523649215698,1.8379247592011159,the,the,9
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,7.424503326416016,10.711294130084,7.424503326416016,10.711294130084,trip,trip,10
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,1.9954380989074707,2.878808649694709,1.9954380989074707,2.878808649694709,to,to,11
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,1.3485829830169678,1.9455939818258245,1.3485829830169678,1.9455939818258245,the,the,12
4,27,RC_Subj,4,The children who woke the father bothered him about the trip to the beach.,Who was woken up?,The children,The father,0,RC-Gap,,,,1.0,,,6.5220648646354675,9.409350636565739,3.2610324323177338,4.704675318282869,beach..,beach.,13
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,10.001041412353516,14.428452849327572,10.001041412353516,14.428452849327572,children,children,1
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,4.477823734283447,6.460134095425629,4.477823734283447,6.460134095425629,who,who,2
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,6.2505717277526855,9.017668834349559,6.2505717277526855,9.017668834349559,the,the,3
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,4.808454513549805,6.937133481038456,4.808454513549805,6.937133481038456,father,father,4
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,10.4585599899292,15.088512632310584,10.4585599899292,15.088512632310584,woke,woke,5
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,12.526174545288086,18.07144989779669,12.526174545288086,18.07144989779669,bothered,bothered,6
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,2.4925379753112793,3.5959721762090004,2.4925379753112793,3.5959721762090004,him,him,7
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,6.231603145599365,8.99030295494427,6.231603145599365,8.99030295494427,about,about,8
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,3.0888266563415527,4.456234899269597,3.0888266563415527,4.456234899269597,the,the,9
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,7.076812744140625,10.209682651271496,7.076812744140625,10.209682651271496,trip,trip,10
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,1.9672281742095947,2.8381103312292324,1.9672281742095947,2.8381103312292324,to,to,11
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,1.4301302433013916,2.0632418098362444,1.4301302433013916,2.0632418098362444,the,the,12
5,27,RC_Obj,6,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children,The father,1,RC-Gap,1.0,,,,,,6.168628931045532,8.899450367903576,3.084314465522766,4.449725183951788,beach..,beach.,13
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,9.138855934143066,13.184582135586878,9.138855934143066,13.184582135586878,class,class,1
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,4.927001953125,7.108161284223675,4.927001953125,7.108161284223675,that,that,2
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,10.709665298461914,15.450781015671625,10.709665298461914,15.450781015671625,disliked,disliked,3
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,0.7843180894851685,1.131531818179759,0.7843180894851685,1.131531818179759,the,the,4
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,8.395646095275879,12.1123569867133,8.395646095275879,12.1123569867133,teacher,teacher,5
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,4.405405044555664,6.35565601088768,4.405405044555664,6.35565601088768,<UNK>,skimmed,6
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,3.8523528575897217,5.5577703633991185,3.8523528575897217,5.5577703633991185,the,the,7
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,7.272714614868164,10.492309308670988,7.272714614868164,10.492309308670988,reading,reading,8
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,5.110422134399414,7.372780670147226,5.110422134399414,7.372780670147226,for,for,9
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,1.2788029909133911,1.8449227332647236,1.2788029909133911,1.8449227332647236,the,the,10
6,28,RC_Subj,4,The class that disliked the teacher skimmed the reading for the week.,Who was disliked?,The class,The teacher,0,RC-Gap,,,,1.0,,,7.7222723960876465,11.140884090229381,3.8611361980438232,5.5704420451146905,week..,week.,11
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,9.138855934143066,13.184582135586878,9.138855934143066,13.184582135586878,class,class,1
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,4.927001953125,7.108161284223675,4.927001953125,7.108161284223675,that,that,2
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,3.598662853240967,5.191773052202071,3.598662853240967,5.191773052202071,the,the,3
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,7.199282646179199,10.386369371600704,7.199282646179199,10.386369371600704,teacher,teacher,4
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,9.339485168457031,13.474028936988985,9.339485168457031,13.474028936988985,disliked,disliked,5
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,6.243640899658203,9.007669763028396,6.243640899658203,9.007669763028396,<UNK>,skimmed,6
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,2.9697906970977783,4.284502311181143,2.9697906970977783,4.284502311181143,the,the,7
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,7.757215976715088,11.191297020711493,7.757215976715088,11.191297020711493,reading,reading,8
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,5.480285167694092,7.906380234089608,5.480285167694092,7.906380234089608,for,for,9
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,1.2964990139007568,1.8704526978720533,1.2964990139007568,1.8704526978720533,the,the,10
7,28,RC_Obj,6,The class that the teacher disliked skimmed the reading for the week.,Who was disliked?,The class,The teacher,1,RC-Gap,1.0,,,,,,7.960968732833862,11.485250111531508,3.980484366416931,5.742625055765754,week..,week.,11
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,13.221336364746094,19.074356407344105,13.221336364746094,19.074356407344105,dancer,dancer,1
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,6.286952018737793,9.070154499739871,6.286952018737793,9.070154499739871,that,that,2
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,7.176450729370117,10.353429878446253,7.176450729370117,10.353429878446253,loved,loved,3
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,1.1001002788543701,1.5871092167837655,1.1001002788543701,1.5871092167837655,the,the,4
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,5.937868118286133,8.566532887704085,5.937868118286133,8.566532887704085,audience,audience,5
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,11.676227569580078,16.845235610924174,11.676227569580078,16.845235610924174,ignored,ignored,6
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,5.523577690124512,7.968838141507549,5.523577690124512,7.968838141507549,some,some,7
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,7.608924388885498,10.977357482344194,7.608924388885498,10.977357482344194,basic,basic,8
8,29,RC_Subj,4,The dancer that loved the audience ignored some basic principles.,Who was loved?,The dancer,The audience,0,RC-Gap,,1.0,,,,,4.416822552680969,6.372127993239367,2.2084112763404846,3.1860639966196835,principles..,principles.,9
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,13.221336364746094,19.074356407344105,13.221336364746094,19.074356407344105,dancer,dancer,1
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,6.286952018737793,9.070154499739871,6.286952018737793,9.070154499739871,that,that,2
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,3.2130610942840576,4.635467306796876,3.2130610942840576,4.635467306796876,the,the,3
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,4.457419395446777,6.430696856973348,4.457419395446777,6.430696856973348,audience,audience,4
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,5.1304426193237305,7.40166412446373,5.1304426193237305,7.40166412446373,loved,loved,5
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,13.07533073425293,18.86371480828975,13.07533073425293,18.86371480828975,ignored,ignored,6
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,7.138065814971924,10.298052152799032,7.138065814971924,10.298052152799032,some,some,7
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,8.191751480102539,11.81819923653876,8.191751480102539,11.81819923653876,basic,basic,8
9,29,RC_Obj,6,The dancer that the audience loved ignored some basic principles.,Who was loved?,The dancer,The audience,1,RC-Gap,,,,,1.0,,4.903614521026611,7.074420351916203,2.4518072605133057,3.5372101759581014,principles..,principles.,9
