,item,condition,disambPositionAmb,disambPositionUnamb,ambiguity,Sentence,disambPosition_0idx,sum_surprisal,sum_surprisal_base2,mean_surprisal,mean_surprisal_base2,token,word,word_pos
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,8.507237434387207,12.273349258255372,8.507237434387207,12.273349258255372,file,file,4
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,19.527498245239258,28.172224879374614,19.527498245239258,28.172224879374614,deserved,deserved,5
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,6.356138229370117,9.169969102717024,6.356138229370117,9.169969102717024,further,further,6
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,4.206449508666992,6.068623845903686,4.206449508666992,6.068623845903686,investigation,investigation,7
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,9.580886840820312,13.822297932569793,9.580886840820312,13.822297932569793,given,given,8
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,1.627946376800537,2.348630164643291,1.627946376800537,2.348630164643291,the,the,9
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,5.381830215454102,7.764339762742014,5.381830215454102,7.764339762742014,new,new,10
2,1,MVRR_UAMB,6,8,ambiguous,The suspect sent the file deserved further investigation given the new evidence.,5,3.4995504021644592,5.048784010543643,1.7497752010822296,2.5243920052718214,evidence..,evidence.,11
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,12.566213607788086,18.129214054707283,12.566213607788086,18.129214054707283,corrupt,corrupt,1
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,5.282764911651611,7.621418740222003,5.282764911651611,7.621418740222003,politician,politician,2
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,10.737543106079102,15.491000190471796,10.737543106079102,15.491000190471796,mentioned,mentioned,3
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,3.2790775299072266,4.730708891087588,3.2790775299072266,4.730708891087588,the,the,4
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,8.932908058166504,12.887462156233875,8.932908058166504,12.887462156233875,bill,bill,5
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,8.058505058288574,11.625965284571553,8.058505058288574,11.625965284571553,received,received,6
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,10.640836715698242,15.35148236064706,10.640836715698242,15.35148236064706,unwelcome,unwelcome,7
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,0.5505077838897705,0.7942148497885452,0.5505077838897705,0.7942148497885452,attention,attention,8
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,2.404932975769043,3.469584877812336,2.404932975769043,3.469584877812336,from,from,9
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,9.792937278747559,14.128222047785764,9.792937278747559,14.128222047785764,southern,southern,10
3,2,NPS_UAMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,6.10249000787735,8.804032071439105,3.051245003938675,4.402016035719552,voters..,voters.,11
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,9.242096900939941,13.333527366401311,9.242096900939941,13.333527366401311,After,After,0
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,1.1599382162094116,1.6734371122629084,1.1599382162094116,1.6734371122629084,the,the,1
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,11.908491134643555,17.180321104420443,11.908491134643555,17.180321104420443,corrupt,corrupt,2
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,6.720903396606445,9.696214000577909,6.720903396606445,9.696214000577909,politician,politician,3
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,9.48879337310791,13.689435143402841,9.48879337310791,13.689435143402841,signed,signed,4
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,1.7540686130523682,2.530586089429634,1.7540686130523682,2.530586089429634,the,the,5
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,3.158590078353882,4.556882242242228,3.158590078353882,4.556882242242228,bill,bill,6
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,9.402891159057617,13.565504445191102,9.402891159057617,13.565504445191102,received,received,7
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,11.718403816223145,16.906083072799436,11.718403816223145,16.906083072799436,unwelcome,unwelcome,8
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,0.2683029770851135,0.3870793744964385,0.2683029770851135,0.3870793744964385,attention,attention,9
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,2.155457019805908,3.1096671533232882,2.155457019805908,3.1096671533232882,from,from,10
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,9.882423400878906,14.257323232413043,9.882423400878906,14.257323232413043,southern,southern,11
4,2,NPZ_UAMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,6.495633006095886,9.371217525329206,3.247816503047943,4.685608762664603,voters..,voters.,12
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,12.566213607788086,18.129214054707283,12.566213607788086,18.129214054707283,corrupt,corrupt,1
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,5.282764911651611,7.621418740222003,5.282764911651611,7.621418740222003,politician,politician,2
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,12.532787322998047,18.08099011940535,12.532787322998047,18.08099011940535,handed,handed,3
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,2.27404522895813,3.2807537745751016,2.27404522895813,3.2807537745751016,the,the,4
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,5.370151519775391,7.747490966402286,5.370151519775391,7.747490966402286,bill,bill,5
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,10.859847068786621,15.667447510951003,10.859847068786621,15.667447510951003,received,received,6
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,11.039119720458984,15.926083276485738,11.039119720458984,15.926083276485738,unwelcome,unwelcome,7
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,0.43057781457901,0.6211924778099454,0.43057781457901,0.6211924778099454,attention,attention,8
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,2.738234043121338,3.9504366748044903,2.738234043121338,3.9504366748044903,from,from,9
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,10.349921226501465,14.931780027065082,10.349921226501465,14.931780027065082,southern,southern,10
5,2,MVRR_UAMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,5.923182249069214,8.545345657013693,2.961591124534607,4.272672828506846,voters..,voters.,11
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,10.144596099853516,14.635558485080187,10.144596099853516,14.635558485080187,woman,woman,1
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,10.078760147094727,14.540577282522882,10.078760147094727,14.540577282522882,maintained,maintained,2
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,1.7584623098373413,2.5369248539924842,1.7584623098373413,2.5369248539924842,the,the,3
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,10.215738296508789,14.738194979392697,10.215738296508789,14.738194979392697,mail,mail,4
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,14.930397033691406,21.540009759009884,14.930397033691406,21.540009759009884,disappeared,disappeared,5
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,12.147479057312012,17.52510779528658,12.147479057312012,17.52510779528658,mysteriously,mysteriously,6
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,2.0343379974365234,2.934929340393657,2.0343379974365234,2.934929340393657,from,from,7
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,2.4817681312561035,3.5804345755994507,2.4817681312561035,3.5804345755994507,her,her,8
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,7.232863426208496,10.434816196418154,7.232863426208496,10.434816196418154,front,front,9
6,3,NPS_UAMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,4.725877046585083,6.81799937895928,2.3629385232925415,3.40899968947964,porch..,porch.,10
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,9.242096900939941,13.333527366401311,9.242096900939941,13.333527366401311,After,After,0
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,1.1599382162094116,1.6734371122629084,1.1599382162094116,1.6734371122629084,the,the,1
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,10.473236083984375,15.109685760423606,10.473236083984375,15.109685760423606,woman,woman,2
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,6.728818893432617,9.7076336485952,6.728818893432617,9.7076336485952,moved,moved,3
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,3.1250386238098145,4.50847772515689,3.1250386238098145,4.50847772515689,the,the,4
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,9.011056900024414,13.000207102833498,9.011056900024414,13.000207102833498,mail,mail,5
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,13.552586555480957,19.552249414810817,13.552586555480957,19.552249414810817,disappeared,disappeared,6
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,10.969134330749512,15.8251157018172,10.969134330749512,15.8251157018172,mysteriously,mysteriously,7
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,1.3119615316390991,1.8927603955328172,1.3119615316390991,1.8927603955328172,from,from,8
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,0.37431085109710693,0.5400164086287234,0.37431085109710693,0.5400164086287234,the,the,9
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,9.782071113586426,14.112545485194318,9.782071113586426,14.112545485194318,delivery,delivery,10
7,3,NPZ_UAMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,7.821682929992676,11.28430317450629,3.910841464996338,5.642151587253145,system..,system.,11
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,10.144596099853516,14.635558485080187,10.144596099853516,14.635558485080187,woman,woman,1
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,6.937146186828613,10.008186401659422,6.937146186828613,10.008186401659422,brought,brought,2
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,2.1761107444763184,3.1394641794811746,2.1761107444763184,3.1394641794811746,the,the,3
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,7.518552780151367,10.846978810586307,7.518552780151367,10.846978810586307,mail,mail,4
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,15.189821243286133,21.914279779678733,15.189821243286133,21.914279779678733,disappeared,disappeared,5
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,11.968435287475586,17.266802236441503,11.968435287475586,17.266802236441503,mysteriously,mysteriously,6
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,5.358936309814453,7.731310838609113,5.358936309814453,7.731310838609113,after,after,7
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,6.531542778015137,9.423024375196562,6.531542778015137,9.423024375196562,reading,reading,8
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,1.1488182544708252,1.6573943986077748,1.1488182544708252,1.6573943986077748,the,the,9
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,9.771700859069824,14.097584370430459,9.771700859069824,14.097584370430459,bad,bad,10
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,0.30240824818611145,0.43628287998202187,0.30240824818611145,0.43628287998202187,news,news,11
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,3.338740348815918,4.816784144052613,3.338740348815918,4.816784144052613,in,in,12
8,3,MVRR_UAMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,7.120355308055878,10.272501292299623,3.560177654027939,5.136250646149811,it..,it.,13
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,10.126420974731445,14.609337322199039,10.126420974731445,14.609337322199039,boy,boy,1
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,7.137067794799805,10.296612314046008,7.137067794799805,10.296612314046008,found,found,2
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,2.177858591079712,3.1419857891081255,2.177858591079712,3.1419857891081255,the,the,3
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,8.629680633544922,12.449997454470788,8.629680633544922,12.449997454470788,chicken,chicken,4
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,10.818656921386719,15.608022689563679,10.818656921386719,15.608022689563679,stayed,stayed,5
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,11.228995323181152,16.20001586691881,11.228995323181152,16.20001586691881,surprisingly,surprisingly,6
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,5.3596272468566895,7.732307650053515,5.3596272468566895,7.732307650053515,happy,happy,7
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,3.0662147998809814,4.4236128860886375,3.0662147998809814,4.4236128860886375,in,in,8
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,0.8984520435333252,1.2961923076820834,0.8984520435333252,1.2961923076820834,the,the,9
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,5.596102237701416,8.073468946639464,5.596102237701416,8.073468946639464,new,new,10
9,4,NPS_UAMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,7.231099545955658,10.432271455124662,3.615549772977829,5.216135727562331,barn..,barn.,11
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,9.96627426147461,14.378294453168735,9.96627426147461,14.378294453168735,Although,Although,0
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,1.1721980571746826,1.6911243240255922,1.1721980571746826,1.6911243240255922,the,the,1
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,8.80320930480957,12.700346407956346,8.80320930480957,12.700346407956346,boy,boy,2
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,10.019413948059082,14.454958815478548,10.019413948059082,14.454958815478548,attacked,attacked,3
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,1.4054701328277588,2.0276647907481604,1.4054701328277588,2.0276647907481604,the,the,4
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,10.579056739807129,15.26235269580271,10.579056739807129,15.26235269580271,chicken,chicken,5
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,13.205772399902344,19.051902352447456,13.205772399902344,19.051902352447456,stayed,stayed,6
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,10.939523696899414,15.782396587204085,10.939523696899414,15.782396587204085,surprisingly,surprisingly,7
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,5.946045398712158,8.57833020962267,5.946045398712158,8.57833020962267,happy,happy,8
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,4.784188747406006,6.9021253805594265,4.784188747406006,6.9021253805594265,as,as,9
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,5.770901203155518,8.325650547252618,5.770901203155518,8.325650547252618,if,if,10
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,5.666247844696045,8.174667665990762,5.666247844696045,8.174667665990762,nothing,nothing,11
10,4,NPZ_UAMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,3.4055256843566895,4.913135016441389,1.7027628421783447,2.4565675082206946,happened..,happened.,12
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,5.106276512145996,7.366799801480822,5.106276512145996,7.366799801480822,The,The,0
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,10.126419067382812,14.609334570476626,10.126419067382812,14.609334570476626,boy,boy,1
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,10.351994514465332,14.934771149328888,10.351994514465332,14.934771149328888,fed,fed,2
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,2.0179851055145264,2.9113371043135987,2.0179851055145264,2.9113371043135987,the,the,3
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,7.411160945892334,10.69204514386883,7.411160945892334,10.69204514386883,chicken,chicken,4
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,13.57151985168457,19.57956438735145,13.57151985168457,19.57956438735145,stayed,stayed,5
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,11.583820343017578,16.711920163420153,11.583820343017578,16.711920163420153,surprisingly,surprisingly,6
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,5.697652816772461,8.219975463464664,5.697652816772461,8.219975463464664,happy,happy,7
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,7.497341156005859,10.816376905622382,7.497341156005859,10.816376905622382,despite,despite,8
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,3.130002975463867,4.515639770669421,3.130002975463867,4.515639770669421,having,having,9
11,4,MVRR_UAMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,2.084785223007202,3.007709302551082,2.084785223007202,3.007709302551082,a,a,10
