,triplet#,Sentence,sum_surprisal,mean_surprisal,token,word,word_pos
7,3,The woman moved the mail .,8.584955215454102,8.584955215454102,mail,mail,4
7,3,The woman moved the mail .,4.145317554473877,4.145317554473877,.,.,5
8,3,The woman brought the mail .,5.1062774658203125,5.1062774658203125,The,The,0
8,3,The woman brought the mail .,10.144597053527832,10.144597053527832,woman,woman,1
8,3,The woman brought the mail .,6.937148571014404,6.937148571014404,brought,brought,2
8,3,The woman brought the mail .,2.1761088371276855,2.1761088371276855,the,the,3
8,3,The woman brought the mail .,7.518552303314209,7.518552303314209,mail,mail,4
8,3,The woman brought the mail .,3.166858196258545,3.166858196258545,.,.,5
9,4,The boy found the chicken .,5.1062774658203125,5.1062774658203125,The,The,0
9,4,The boy found the chicken .,10.126420021057129,10.126420021057129,boy,boy,1
9,4,The boy found the chicken .,7.1370673179626465,7.1370673179626465,found,found,2
9,4,The boy found the chicken .,2.1778576374053955,2.1778576374053955,the,the,3
9,4,The boy found the chicken .,8.629682540893555,8.629682540893555,chicken,chicken,4
9,4,The boy found the chicken .,3.528986692428589,3.528986692428589,.,.,5
10,4,The boy attacked the chicken .,5.1062774658203125,5.1062774658203125,The,The,0
10,4,The boy attacked the chicken .,10.126420021057129,10.126420021057129,boy,boy,1
10,4,The boy attacked the chicken .,10.062888145446777,10.062888145446777,attacked,attacked,2
10,4,The boy attacked the chicken .,1.4019877910614014,1.4019877910614014,the,the,3
10,4,The boy attacked the chicken .,9.828262329101562,9.828262329101562,chicken,chicken,4
10,4,The boy attacked the chicken .,2.687285900115967,2.687285900115967,.,.,5
11,4,The boy fed the chicken .,5.1062774658203125,5.1062774658203125,The,The,0
11,4,The boy fed the chicken .,10.126420021057129,10.126420021057129,boy,boy,1
11,4,The boy fed the chicken .,10.351990699768066,10.351990699768066,fed,fed,2
11,4,The boy fed the chicken .,2.0179858207702637,2.0179858207702637,the,the,3
11,4,The boy fed the chicken .,7.411160469055176,7.411160469055176,chicken,chicken,4
11,4,The boy fed the chicken .,2.529426336288452,2.529426336288452,.,.,5
12,5,The new doctor demonstrated the operation .,5.1062774658203125,5.1062774658203125,The,The,0
12,5,The new doctor demonstrated the operation .,6.836735725402832,6.836735725402832,new,new,1
12,5,The new doctor demonstrated the operation .,10.10312557220459,10.10312557220459,doctor,doctor,2
12,5,The new doctor demonstrated the operation .,8.484910011291504,8.484910011291504,demonstrated,demonstrated,3
12,5,The new doctor demonstrated the operation .,2.0562472343444824,2.0562472343444824,the,the,4
12,5,The new doctor demonstrated the operation .,8.46220874786377,8.46220874786377,operation,operation,5
12,5,The new doctor demonstrated the operation .,3.3592731952667236,3.3592731952667236,.,.,6
13,5,The new doctor left the operation .,5.1062774658203125,5.1062774658203125,The,The,0
13,5,The new doctor left the operation .,6.836735725402832,6.836735725402832,new,new,1
13,5,The new doctor left the operation .,10.10312557220459,10.10312557220459,doctor,doctor,2
13,5,The new doctor left the operation .,7.636249542236328,7.636249542236328,left,left,3
13,5,The new doctor left the operation .,1.262566328048706,1.262566328048706,the,the,4
13,5,The new doctor left the operation .,6.784308910369873,6.784308910369873,operation,operation,5
13,5,The new doctor left the operation .,2.5181849002838135,2.5181849002838135,.,.,6
14,5,The new doctor offered the operation .,5.1062774658203125,5.1062774658203125,The,The,0
14,5,The new doctor offered the operation .,6.836735725402832,6.836735725402832,new,new,1
14,5,The new doctor offered the operation .,10.10312557220459,10.10312557220459,doctor,doctor,2
14,5,The new doctor offered the operation .,7.3955583572387695,7.3955583572387695,offered,offered,3
14,5,The new doctor offered the operation .,2.5738420486450195,2.5738420486450195,the,the,4
14,5,The new doctor offered the operation .,9.11837387084961,9.11837387084961,operation,operation,5
14,5,The new doctor offered the operation .,3.3921608924865723,3.3921608924865723,.,.,6
15,6,The professor noticed the grant .,5.1062774658203125,5.1062774658203125,The,The,0
15,6,The professor noticed the grant .,12.072392463684082,12.072392463684082,professor,professor,1
15,6,The professor noticed the grant .,9.853837966918945,9.853837966918945,noticed,noticed,2
15,6,The professor noticed the grant .,2.0233471393585205,2.0233471393585205,the,the,3
15,6,The professor noticed the grant .,11.346848487854004,11.346848487854004,grant,grant,4
15,6,The professor noticed the grant .,3.4574697017669678,3.4574697017669678,.,.,5
16,6,The professor read the grant .,5.1062774658203125,5.1062774658203125,The,The,0
16,6,The professor read the grant .,12.072392463684082,12.072392463684082,professor,professor,1
16,6,The professor read the grant .,9.751344680786133,9.751344680786133,read,read,2
16,6,The professor read the grant .,1.4507461786270142,1.4507461786270142,the,the,3
16,6,The professor read the grant .,10.887542724609375,10.887542724609375,grant,grant,4
16,6,The professor read the grant .,2.5492258071899414,2.5492258071899414,.,.,5
17,6,The professor awarded the grant .,5.1062774658203125,5.1062774658203125,The,The,0
17,6,The professor awarded the grant .,12.072392463684082,12.072392463684082,professor,professor,1
17,6,The professor awarded the grant .,9.816543579101562,9.816543579101562,awarded,awarded,2
17,6,The professor awarded the grant .,1.2698185443878174,1.2698185443878174,the,the,3
17,6,The professor awarded the grant .,5.950791358947754,5.950791358947754,grant,grant,4
17,6,The professor awarded the grant .,2.5934042930603027,2.5934042930603027,.,.,5
18,7,The technician reported the service .,5.1062774658203125,5.1062774658203125,The,The,0
18,7,The technician reported the service .,14.302754402160645,14.302754402160645,technician,technician,1
18,7,The technician reported the service .,7.527698516845703,7.527698516845703,reported,reported,2
18,7,The technician reported the service .,2.2204461097717285,2.2204461097717285,the,the,3
18,7,The technician reported the service .,9.01013469696045,9.01013469696045,service,service,4
18,7,The technician reported the service .,2.6241369247436523,2.6241369247436523,.,.,5
19,7,The technician called the service .,5.1062774658203125,5.1062774658203125,The,The,0
19,7,The technician called the service .,14.302754402160645,14.302754402160645,technician,technician,1
19,7,The technician called the service .,6.118865966796875,6.118865966796875,called,called,2
19,7,The technician called the service .,1.7165764570236206,1.7165764570236206,the,the,3
19,7,The technician called the service .,7.600790023803711,7.600790023803711,service,service,4
19,7,The technician called the service .,3.245685577392578,3.245685577392578,.,.,5
20,7,The technician refused the service .,5.1062774658203125,5.1062774658203125,The,The,0
20,7,The technician refused the service .,14.302754402160645,14.302754402160645,technician,technician,1
20,7,The technician refused the service .,9.351663589477539,9.351663589477539,refused,refused,2
20,7,The technician refused the service .,3.473806381225586,3.473806381225586,the,the,3
20,7,The technician refused the service .,7.7648725509643555,7.7648725509643555,service,service,4
20,7,The technician refused the service .,1.487747073173523,1.487747073173523,.,.,5
21,8,The mechanic observed the truck .,5.1062774658203125,5.1062774658203125,The,The,0
21,8,The mechanic observed the truck .,13.034719467163086,13.034719467163086,mechanic,mechanic,1
21,8,The mechanic observed the truck .,11.807394027709961,11.807394027709961,observed,observed,2
21,8,The mechanic observed the truck .,2.4661779403686523,2.4661779403686523,the,the,3
21,8,The mechanic observed the truck .,8.285858154296875,8.285858154296875,truck,truck,4
21,8,The mechanic observed the truck .,2.9761035442352295,2.9761035442352295,.,.,5
22,8,The mechanic stopped the truck .,5.1062774658203125,5.1062774658203125,The,The,0
22,8,The mechanic stopped the truck .,13.034719467163086,13.034719467163086,mechanic,mechanic,1
22,8,The mechanic stopped the truck .,9.01906681060791,9.01906681060791,stopped,stopped,2
22,8,The mechanic stopped the truck .,2.1143345832824707,2.1143345832824707,the,the,3
22,8,The mechanic stopped the truck .,6.6179962158203125,6.6179962158203125,truck,truck,4
22,8,The mechanic stopped the truck .,2.7355213165283203,2.7355213165283203,.,.,5
23,8,The mechanic brought the truck .,5.1062774658203125,5.1062774658203125,The,The,0
23,8,The mechanic brought the truck .,13.034719467163086,13.034719467163086,mechanic,mechanic,1
23,8,The mechanic brought the truck .,7.590746879577637,7.590746879577637,brought,brought,2
23,8,The mechanic brought the truck .,1.6252180337905884,1.6252180337905884,the,the,3
23,8,The mechanic brought the truck .,7.247231483459473,7.247231483459473,truck,truck,4
23,8,The mechanic brought the truck .,4.409628391265869,4.409628391265869,.,.,5
24,9,The guitarist knew the song .,5.1062774658203125,5.1062774658203125,The,The,0
24,9,The guitarist knew the song .,11.847607612609863,11.847607612609863,guitarist,guitarist,1
24,9,The guitarist knew the song .,8.56053352355957,8.56053352355957,knew,knew,2
24,9,The guitarist knew the song .,1.9763245582580566,1.9763245582580566,the,the,3
24,9,The guitarist knew the song .,4.003464698791504,4.003464698791504,song,song,4
24,9,The guitarist knew the song .,3.4182162284851074,3.4182162284851074,.,.,5
25,9,The guitarist began the song .,5.1062774658203125,5.1062774658203125,The,The,0
25,9,The guitarist began the song .,11.847607612609863,11.847607612609863,guitarist,guitarist,1
25,9,The guitarist began the song .,7.320224761962891,7.320224761962891,began,began,2
25,9,The guitarist began the song .,3.1844325065612793,3.1844325065612793,the,the,3
25,9,The guitarist began the song .,3.720770835876465,3.720770835876465,song,song,4
25,9,The guitarist began the song .,2.422114610671997,2.422114610671997,.,.,5
26,9,The guitarist assigned the song .,5.1062774658203125,5.1062774658203125,The,The,0
26,9,The guitarist assigned the song .,11.847607612609863,11.847607612609863,guitarist,guitarist,1
26,9,The guitarist assigned the song .,10.00202465057373,10.00202465057373,assigned,assigned,2
26,9,The guitarist assigned the song .,2.658231735229492,2.658231735229492,the,the,3
26,9,The guitarist assigned the song .,4.34660005569458,4.34660005569458,song,song,4
26,9,The guitarist assigned the song .,4.015417575836182,4.015417575836182,.,.,5
27,10,The player revealed the bonus .,5.1062774658203125,5.1062774658203125,The,The,0
27,10,The player revealed the bonus .,8.543693542480469,8.543693542480469,player,player,1
27,10,The player revealed the bonus .,9.722923278808594,9.722923278808594,revealed,revealed,2
27,10,The player revealed the bonus .,1.8117270469665527,1.8117270469665527,the,the,3
27,10,The player revealed the bonus .,8.974512100219727,8.974512100219727,bonus,bonus,4
27,10,The player revealed the bonus .,4.46186637878418,4.46186637878418,.,.,5
28,10,The player lost the bonus .,5.1062774658203125,5.1062774658203125,The,The,0
28,10,The player lost the bonus .,8.543693542480469,8.543693542480469,player,player,1
28,10,The player lost the bonus .,9.296487808227539,9.296487808227539,lost,lost,2
28,10,The player lost the bonus .,1.7089637517929077,1.7089637517929077,the,the,3
28,10,The player lost the bonus .,7.9383544921875,7.9383544921875,bonus,bonus,4
28,10,The player lost the bonus .,3.6905746459960938,3.6905746459960938,.,.,5
29,10,The player paid the bonus .,5.1062774658203125,5.1062774658203125,The,The,0
29,10,The player paid the bonus .,8.543693542480469,8.543693542480469,player,player,1
29,10,The player paid the bonus .,9.465721130371094,9.465721130371094,paid,paid,2
29,10,The player paid the bonus .,1.920957326889038,1.920957326889038,the,the,3
29,10,The player paid the bonus .,6.034304618835449,6.034304618835449,bonus,bonus,4
29,10,The player paid the bonus .,2.738124132156372,2.738124132156372,.,.,5
30,11,The recent hire claimed the job .,5.1062774658203125,5.1062774658203125,The,The,0
30,11,The recent hire claimed the job .,10.689688682556152,10.689688682556152,recent,recent,1
30,11,The recent hire claimed the job .,12.93562126159668,12.93562126159668,hire,hire,2
30,11,The recent hire claimed the job .,10.048537254333496,10.048537254333496,claimed,claimed,3
30,11,The recent hire claimed the job .,2.3432493209838867,2.3432493209838867,the,the,4
30,11,The recent hire claimed the job .,5.503576278686523,5.503576278686523,job,job,5
30,11,The recent hire claimed the job .,3.4472832679748535,3.4472832679748535,.,.,6
31,11,The recent hire started the job .,5.1062774658203125,5.1062774658203125,The,The,0
31,11,The recent hire started the job .,10.689688682556152,10.689688682556152,recent,recent,1
31,11,The recent hire started the job .,12.93562126159668,12.93562126159668,hire,hire,2
31,11,The recent hire started the job .,8.185537338256836,8.185537338256836,started,started,3
31,11,The recent hire started the job .,4.015902996063232,4.015902996063232,the,the,4
31,11,The recent hire started the job .,6.211437225341797,6.211437225341797,job,job,5
31,11,The recent hire started the job .,2.411259651184082,2.411259651184082,.,.,6
32,11,The recent hire offered the job .,5.1062774658203125,5.1062774658203125,The,The,0
32,11,The recent hire offered the job .,10.689688682556152,10.689688682556152,recent,recent,1
32,11,The recent hire offered the job .,12.93562126159668,12.93562126159668,hire,hire,2
32,11,The recent hire offered the job .,7.9540863037109375,7.9540863037109375,offered,offered,3
32,11,The recent hire offered the job .,2.984477996826172,2.984477996826172,the,the,4
32,11,The recent hire offered the job .,5.820561408996582,5.820561408996582,job,job,5
32,11,The recent hire offered the job .,3.207681179046631,3.207681179046631,.,.,6
33,12,The assistant manager discovered the training .,5.1062774658203125,5.1062774658203125,The,The,0
33,12,The assistant manager discovered the training .,13.126769065856934,13.126769065856934,assistant,assistant,1
33,12,The assistant manager discovered the training .,4.547754764556885,4.547754764556885,manager,manager,2
33,12,The assistant manager discovered the training .,11.15250301361084,11.15250301361084,discovered,discovered,3
33,12,The assistant manager discovered the training .,1.736954689025879,1.736954689025879,the,the,4
33,12,The assistant manager discovered the training .,9.13669204711914,9.13669204711914,training,training,5
33,12,The assistant manager discovered the training .,3.3623194694519043,3.3623194694519043,.,.,6
34,12,The assistant manager worked the training .,5.1062774658203125,5.1062774658203125,The,The,0
34,12,The assistant manager worked the training .,13.126769065856934,13.126769065856934,assistant,assistant,1
34,12,The assistant manager worked the training .,4.547754764556885,4.547754764556885,manager,manager,2
34,12,The assistant manager worked the training .,8.600825309753418,8.600825309753418,worked,worked,3
34,12,The assistant manager worked the training .,3.7840981483459473,3.7840981483459473,the,the,4
34,12,The assistant manager worked the training .,8.120335578918457,8.120335578918457,training,training,5
34,12,The assistant manager worked the training .,2.9374122619628906,2.9374122619628906,.,.,6
35,12,The assistant manager assigned the training .,5.1062774658203125,5.1062774658203125,The,The,0
35,12,The assistant manager assigned the training .,13.126769065856934,13.126769065856934,assistant,assistant,1
35,12,The assistant manager assigned the training .,4.547754764556885,4.547754764556885,manager,manager,2
35,12,The assistant manager assigned the training .,9.014745712280273,9.014745712280273,assigned,assigned,3
35,12,The assistant manager assigned the training .,2.5460944175720215,2.5460944175720215,the,the,4
35,12,The assistant manager assigned the training .,7.35048770904541,7.35048770904541,training,training,5
35,12,The assistant manager assigned the training .,4.45878791809082,4.45878791809082,.,.,6
36,13,The mayor showed the document .,5.1062774658203125,5.1062774658203125,The,The,0
36,13,The mayor showed the document .,10.979560852050781,10.979560852050781,mayor,mayor,1
36,13,The mayor showed the document .,9.694650650024414,9.694650650024414,showed,showed,2
36,13,The mayor showed the document .,2.136793613433838,2.136793613433838,the,the,3
36,13,The mayor showed the document .,7.881800174713135,7.881800174713135,document,document,4
36,13,The mayor showed the document .,3.607353687286377,3.607353687286377,.,.,5
37,13,The mayor changed the document .,5.1062774658203125,5.1062774658203125,The,The,0
37,13,The mayor changed the document .,10.979560852050781,10.979560852050781,mayor,mayor,1
37,13,The mayor changed the document .,9.361567497253418,9.361567497253418,changed,changed,2
37,13,The mayor changed the document .,1.093628168106079,1.093628168106079,the,the,3
37,13,The mayor changed the document .,8.924623489379883,8.924623489379883,document,document,4
37,13,The mayor changed the document .,2.399698257446289,2.399698257446289,.,.,5
38,13,The mayor sent the document .,5.1062774658203125,5.1062774658203125,The,The,0
38,13,The mayor sent the document .,10.979560852050781,10.979560852050781,mayor,mayor,1
38,13,The mayor sent the document .,8.982901573181152,8.982901573181152,sent,sent,2
38,13,The mayor sent the document .,2.246880054473877,2.246880054473877,the,the,3
38,13,The mayor sent the document .,6.666332721710205,6.666332721710205,document,document,4
38,13,The mayor sent the document .,2.91032075881958,2.91032075881958,.,.,5
39,14,The basketball player mentioned the contract .,5.1062774658203125,5.1062774658203125,The,The,0
39,14,The basketball player mentioned the contract .,12.520532608032227,12.520532608032227,basketball,basketball,1
39,14,The basketball player mentioned the contract .,2.961589813232422,2.961589813232422,player,player,2
39,14,The basketball player mentioned the contract .,10.024680137634277,10.024680137634277,mentioned,mentioned,3
39,14,The basketball player mentioned the contract .,2.4480934143066406,2.4480934143066406,the,the,4
39,14,The basketball player mentioned the contract .,7.710394859313965,7.710394859313965,contract,contract,5
39,14,The basketball player mentioned the contract .,2.1628928184509277,2.1628928184509277,.,.,6
40,14,The basketball player signed the contract .,5.1062774658203125,5.1062774658203125,The,The,0
40,14,The basketball player signed the contract .,12.520532608032227,12.520532608032227,basketball,basketball,1
40,14,The basketball player signed the contract .,2.961589813232422,2.961589813232422,player,player,2
40,14,The basketball player signed the contract .,9.534790992736816,9.534790992736816,signed,signed,3
40,14,The basketball player signed the contract .,1.8719351291656494,1.8719351291656494,the,the,4
40,14,The basketball player signed the contract .,2.360994815826416,2.360994815826416,contract,contract,5
40,14,The basketball player signed the contract .,1.9125957489013672,1.9125957489013672,.,.,6
41,14,The basketball player handed the contract .,5.1062774658203125,5.1062774658203125,The,The,0
41,14,The basketball player handed the contract .,12.520532608032227,12.520532608032227,basketball,basketball,1
41,14,The basketball player handed the contract .,2.961589813232422,2.961589813232422,player,player,2
41,14,The basketball player handed the contract .,11.641180038452148,11.641180038452148,handed,handed,3
41,14,The basketball player handed the contract .,1.807196855545044,1.807196855545044,the,the,4
41,14,The basketball player handed the contract .,6.485050678253174,6.485050678253174,contract,contract,5
41,14,The basketball player handed the contract .,2.790874481201172,2.790874481201172,.,.,6
42,15,The engineer maintained the equipment .,5.1062774658203125,5.1062774658203125,The,The,0
42,15,The engineer maintained the equipment .,12.082074165344238,12.082074165344238,engineer,engineer,1
42,15,The engineer maintained the equipment .,10.052224159240723,10.052224159240723,maintained,maintained,2
42,15,The engineer maintained the equipment .,1.6573164463043213,1.6573164463043213,the,the,3
42,15,The engineer maintained the equipment .,7.317732810974121,7.317732810974121,equipment,equipment,4
42,15,The engineer maintained the equipment .,2.893489360809326,2.893489360809326,.,.,5
43,15,The engineer moved the equipment .,5.1062774658203125,5.1062774658203125,The,The,0
43,15,The engineer moved the equipment .,12.082074165344238,12.082074165344238,engineer,engineer,1
43,15,The engineer moved the equipment .,8.56114673614502,8.56114673614502,moved,moved,2
43,15,The engineer moved the equipment .,1.5612080097198486,1.5612080097198486,the,the,3
43,15,The engineer moved the equipment .,7.053752899169922,7.053752899169922,equipment,equipment,4
43,15,The engineer moved the equipment .,3.9322264194488525,3.9322264194488525,.,.,5
44,15,The engineer brought the equipment .,5.1062774658203125,5.1062774658203125,The,The,0
44,15,The engineer brought the equipment .,12.082074165344238,12.082074165344238,engineer,engineer,1
44,15,The engineer brought the equipment .,8.05501937866211,8.05501937866211,brought,brought,2
44,15,The engineer brought the equipment .,1.836173176765442,1.836173176765442,the,the,3
44,15,The engineer brought the equipment .,7.5600175857543945,7.5600175857543945,equipment,equipment,4
44,15,The engineer brought the equipment .,3.736478328704834,3.736478328704834,.,.,5
45,16,The little girl found the lamb .,5.1062774658203125,5.1062774658203125,The,The,0
45,16,The little girl found the lamb .,10.337386131286621,10.337386131286621,little,little,1
45,16,The little girl found the lamb .,1.951396107673645,1.951396107673645,girl,girl,2
45,16,The little girl found the lamb .,6.673832893371582,6.673832893371582,found,found,3
45,16,The little girl found the lamb .,2.552948474884033,2.552948474884033,the,the,4
45,16,The little girl found the lamb .,10.331162452697754,10.331162452697754,lamb,lamb,5
45,16,The little girl found the lamb .,2.6266183853149414,2.6266183853149414,.,.,6
46,16,The little girl attacked the lamb .,5.1062774658203125,5.1062774658203125,The,The,0
46,16,The little girl attacked the lamb .,10.337386131286621,10.337386131286621,little,little,1
46,16,The little girl attacked the lamb .,1.951396107673645,1.951396107673645,girl,girl,2
46,16,The little girl attacked the lamb .,9.728355407714844,9.728355407714844,attacked,attacked,3
46,16,The little girl attacked the lamb .,1.739013433456421,1.739013433456421,the,the,4
46,16,The little girl attacked the lamb .,11.867522239685059,11.867522239685059,lamb,lamb,5
46,16,The little girl attacked the lamb .,2.278960943222046,2.278960943222046,.,.,6
47,16,The little girl fed the lamb .,5.1062774658203125,5.1062774658203125,The,The,0
47,16,The little girl fed the lamb .,10.337386131286621,10.337386131286621,little,little,1
47,16,The little girl fed the lamb .,1.951396107673645,1.951396107673645,girl,girl,2
47,16,The little girl fed the lamb .,10.792535781860352,10.792535781860352,fed,fed,3
47,16,The little girl fed the lamb .,2.3773326873779297,2.3773326873779297,the,the,4
47,16,The little girl fed the lamb .,8.721242904663086,8.721242904663086,lamb,lamb,5
47,16,The little girl fed the lamb .,2.1458346843719482,2.1458346843719482,.,.,6
48,17,The yoga instructor demonstrated the position .,5.1062774658203125,5.1062774658203125,The,The,0
48,17,The yoga instructor demonstrated the position .,14.492329597473145,14.492329597473145,yoga,yoga,1
48,17,The yoga instructor demonstrated the position .,5.13021183013916,5.13021183013916,instructor,instructor,2
48,17,The yoga instructor demonstrated the position .,10.599437713623047,10.599437713623047,demonstrated,demonstrated,3
48,17,The yoga instructor demonstrated the position .,2.0470399856567383,2.0470399856567383,the,the,4
48,17,The yoga instructor demonstrated the position .,6.21855354309082,6.21855354309082,position,position,5
48,17,The yoga instructor demonstrated the position .,3.7973527908325195,3.7973527908325195,.,.,6
49,17,The yoga instructor left the position .,5.1062774658203125,5.1062774658203125,The,The,0
49,17,The yoga instructor left the position .,14.492329597473145,14.492329597473145,yoga,yoga,1
49,17,The yoga instructor left the position .,5.13021183013916,5.13021183013916,instructor,instructor,2
49,17,The yoga instructor left the position .,8.920916557312012,8.920916557312012,left,left,3
49,17,The yoga instructor left the position .,1.3463616371154785,1.3463616371154785,the,the,4
49,17,The yoga instructor left the position .,6.233318328857422,6.233318328857422,position,position,5
49,17,The yoga instructor left the position .,1.9623053073883057,1.9623053073883057,.,.,6
50,17,The yoga instructor offered the position .,5.1062774658203125,5.1062774658203125,The,The,0
50,17,The yoga instructor offered the position .,14.492329597473145,14.492329597473145,yoga,yoga,1
50,17,The yoga instructor offered the position .,5.13021183013916,5.13021183013916,instructor,instructor,2
50,17,The yoga instructor offered the position .,7.952615737915039,7.952615737915039,offered,offered,3
50,17,The yoga instructor offered the position .,2.4303808212280273,2.4303808212280273,the,the,4
50,17,The yoga instructor offered the position .,5.581243515014648,5.581243515014648,position,position,5
50,17,The yoga instructor offered the position .,2.996670722961426,2.996670722961426,.,.,6
51,18,The governor noticed the contract .,5.1062774658203125,5.1062774658203125,The,The,0
51,18,The governor noticed the contract .,10.721927642822266,10.721927642822266,governor,governor,1
51,18,The governor noticed the contract .,11.3565092086792,11.3565092086792,noticed,noticed,2
51,18,The governor noticed the contract .,1.6459143161773682,1.6459143161773682,the,the,3
51,18,The governor noticed the contract .,9.918822288513184,9.918822288513184,contract,contract,4
51,18,The governor noticed the contract .,3.2370173931121826,3.2370173931121826,.,.,5
52,18,The governor read the contract .,5.1062774658203125,5.1062774658203125,The,The,0
52,18,The governor read the contract .,10.721927642822266,10.721927642822266,governor,governor,1
52,18,The governor read the contract .,11.31276798248291,11.31276798248291,read,read,2
52,18,The governor read the contract .,1.479278802871704,1.479278802871704,the,the,3
52,18,The governor read the contract .,8.828429222106934,8.828429222106934,contract,contract,4
52,18,The governor read the contract .,2.205021381378174,2.205021381378174,.,.,5
53,18,The governor awarded the contract .,5.1062774658203125,5.1062774658203125,The,The,0
53,18,The governor awarded the contract .,10.721927642822266,10.721927642822266,governor,governor,1
53,18,The governor awarded the contract .,10.379801750183105,10.379801750183105,awarded,awarded,2
53,18,The governor awarded the contract .,1.0669736862182617,1.0669736862182617,the,the,3
53,18,The governor awarded the contract .,5.070526123046875,5.070526123046875,contract,contract,4
53,18,The governor awarded the contract .,3.2230656147003174,3.2230656147003174,.,.,5
54,19,The patient reported the treatment .,5.1062774658203125,5.1062774658203125,The,The,0
54,19,The patient reported the treatment .,12.194842338562012,12.194842338562012,patient,patient,1
54,19,The patient reported the treatment .,8.213178634643555,8.213178634643555,reported,reported,2
54,19,The patient reported the treatment .,2.029176950454712,2.029176950454712,the,the,3
54,19,The patient reported the treatment .,7.316827297210693,7.316827297210693,treatment,treatment,4
54,19,The patient reported the treatment .,2.3430533409118652,2.3430533409118652,.,.,5
55,19,The patient called the treatment .,5.1062774658203125,5.1062774658203125,The,The,0
