,item#_in_Provo,item,Sentence,Question,Option1,Option0,Correct answer,sum_surprisal,mean_surprisal,token,word,word_pos
3,6.0,76,"Seeing Peter slowly advancing upon him through the air with dagger poised, he sprang upon the bulwarks to cast himself into the sea.",Did the man escape Peter\'s attempt to attack?,Yes,No,1.0,4.853091895580292,2.426545947790146,sea..,sea.,22
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,9.399500846862793,9.399500846862793,Some,Some,0
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,7.700869083404541,7.700869083404541,months,months,1
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,1.6205279231071472,0.8102639615535736,"later.,","later,",2
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,7.239577770233154,7.239577770233154,Michael,Michael,3
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,8.582406997680664,8.582406997680664,Larson,Larson,4
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,7.598254680633545,7.598254680633545,saw,saw,5
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,5.958400249481201,5.958400249481201,another,another,6
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,4.354770660400391,4.354770660400391,opportunity,opportunity,7
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,0.6556541919708252,0.6556541919708252,to,to,8
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,11.83813190460205,11.83813190460205,stack,stack,9
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,0.8682951331138611,0.8682951331138611,the,the,10
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,11.16739273071289,11.16739273071289,odds,odds,11
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,2.9076123237609863,2.9076123237609863,in,in,12
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,3.1131584644317627,3.1131584644317627,his,his,13
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,4.130239486694336,4.130239486694336,favor,favor,14
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,3.578775405883789,3.578775405883789,with,with,15
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,2.0978646278381348,2.0978646278381348,a,a,16
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,10.375898361206055,10.375898361206055,dash,dash,17
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,1.935588002204895,1.935588002204895,of,of,18
4,12.0,77,"Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.",Did Larson see more than one opportunity?,Yes,No,1.0,11.585214853286743,5.792607426643372,ingenuity..,ingenuity.,19
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,8.886312484741211,8.886312484741211,Bob,Bob,0
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,8.619664311408997,4.309832155704498,"Murphy.,","Murphy,",1
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,2.281263589859009,2.281263589859009,the,the,2
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,7.73141622543335,7.73141622543335,Senior,Senior,3
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,8.40826416015625,8.40826416015625,PGA,PGA,4
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,0.13638727366924286,0.13638727366924286,Tour,Tour,5
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,9.747989654541016,9.747989654541016,money,money,6
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,2.9456212520599365,2.9456212520599365,leader,leader,7
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,5.935869216918945,5.935869216918945,with,with,8
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,6.980586528778076,6.980586528778076,seven,seven,9
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,6.716557025909424,6.716557025909424,hundred,hundred,10
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,8.004835844039917,4.0024179220199585,"thousand.,","thousand,",11
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,9.851227760314941,9.851227760314941,says,says,12
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,14.052906036376953,14.052906036376953,heat,heat,13
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,13.965420722961426,6.982710361480713,should.<UNK>,shouldn't,14
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,0.3079433739185333,0.3079433739185333,be,be,15
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,3.9192545413970947,3.9192545413970947,a,a,16
5,13.0,78,"Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.",Is the leader cocnered about the weather?,Yes,No,0.0,6.101380348205566,3.050690174102783,factor..,factor.,17
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,10.789331436157227,10.789331436157227,Greg,Greg,0
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,7.768507957458496,3.884253978729248,"Anderson.,","Anderson,",1
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,9.701017379760742,9.701017379760742,considered,considered,2
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,2.2109317779541016,2.2109317779541016,a,a,3
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,4.15202522277832,4.15202522277832,key,key,4
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,6.309294700622559,6.309294700622559,witness,witness,5
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,3.4902827739715576,3.4902827739715576,by,by,6
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,0.8407905697822571,0.8407905697822571,the,the,7
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,7.545328617095947,3.7726643085479736,"prosecution.,","prosecution,",8
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,14.321722030639648,14.321722030639648,vowed,vowed,9
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,6.057456016540527,6.057456016540527,he,he,10
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,5.401381850242615,2.7006909251213074,would.<UNK>,wouldn't,11
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,5.3512797355651855,5.3512797355651855,testify,testify,12
6,15.0,79,"Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.",Was Greg Anderson asked to testify?,Yes,No,1.0,4.345365524291992,4.345365524291992,when,when,13
