,item,condition,disambPositionAmb,disambPositionUnamb,ambiguity,Sentence,disambPosition_0idx,token,word,word_pos,logfreq,logfreq_s,length,length_s
46,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,from,from,9,13.161822523668638,0.630591111501295,4,-0.4612630318290542
47,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,southern,southern,10,9.403189650656792,-0.5086465619162821,8,1.0346529827895663
48,2,NPS_AMB,7,8,ambiguous,The corrupt politician mentioned the bill received unwelcome attention from southern voters.,6,voters..,voters.,11,8.689127655323706,-0.7250780022094437,7,0.6606739791349112
49,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,After,After,0,11.93786634957905,0.2596112815352022,5,-0.087284028174399
50,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
51,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,corrupt,corrupt,2,7.010311867307229,-1.233925303090952,7,0.6606739791349112
52,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,politician,politician,3,7.333676395657684,-1.135913854409999,10,1.7826109900988767
53,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,signed,signed,4,8.821879862683842,-0.6848409476835993,6,0.2866949754802561
54,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,the,the,5,15.687451186819413,1.396106504820095,3,-0.8352420354837095
55,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,bill,bill,6,9.96189796008255,-0.3393026605420488,4,-0.4612630318290542
56,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,received,received,7,9.444700778495555,-0.4960645826973116,8,1.0346529827895663
57,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,unwelcome,unwelcome,8,5.899897353582492,-1.570490775134833,9,1.4086319864442216
58,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,attention,attention,9,9.759905824058103,-0.4005262646736069,9,1.4086319864442216
59,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,from,from,10,13.161822523668638,0.630591111501295,4,-0.4612630318290542
60,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,southern,southern,11,9.403189650656792,-0.5086465619162821,8,1.0346529827895663
61,2,NPZ_AMB,8,8,ambiguous,After the corrupt politician signed the bill received unwelcome attention from southern voters.,7,voters..,voters.,12,8.689127655323706,-0.7250780022094437,7,0.6606739791349112
62,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
63,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,corrupt,corrupt,1,7.010311867307229,-1.233925303090952,7,0.6606739791349112
64,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,politician,politician,2,7.333676395657684,-1.135913854409999,10,1.7826109900988767
65,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,handed,handed,3,7.75190533307861,-1.0091491030440254,6,0.2866949754802561
66,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
67,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,bill,bill,5,9.96189796008255,-0.3393026605420488,4,-0.4612630318290542
68,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,received,received,6,9.444700778495555,-0.4960645826973116,8,1.0346529827895663
69,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,unwelcome,unwelcome,7,5.899897353582492,-1.570490775134833,9,1.4086319864442216
70,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,attention,attention,8,9.759905824058103,-0.4005262646736069,9,1.4086319864442216
71,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,from,from,9,13.161822523668638,0.630591111501295,4,-0.4612630318290542
72,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,southern,southern,10,9.403189650656792,-0.5086465619162821,8,1.0346529827895663
73,2,MVRR_AMB,7,9,ambiguous,The corrupt politician handed the bill received unwelcome attention from southern voters.,6,voters..,voters.,11,8.689127655323706,-0.7250780022094437,7,0.6606739791349112
74,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
75,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,woman,woman,1,10.27446473018562,-0.2445640010372359,5,-0.087284028174399
76,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,maintained,maintained,2,7.841885928984623,-0.9818760789961748,10,1.7826109900988767
77,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,the,the,3,15.687451186819413,1.396106504820095,3,-0.8352420354837095
78,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,mail,mail,4,8.431635303054591,-0.8031236635530119,4,-0.4612630318290542
79,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,disappeared,disappeared,5,7.892825526251117,-0.9664363406031544,11,2.156589993753532
80,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,mysteriously,mysteriously,6,6.003887067106539,-1.5389716022607969,12,2.530568997408188
81,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,from,from,7,13.161822523668638,0.630591111501295,4,-0.4612630318290542
82,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,her,her,8,12.498395184344009,0.4295069822263415,3,-0.8352420354837095
83,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,front,front,9,10.181157167204905,-0.2728454253087251,5,-0.087284028174399
84,3,NPS_AMB,6,7,ambiguous,The woman maintained the mail disappeared mysteriously from her front porch.,5,porch..,porch.,10,7.617759576608505,-1.0498085408404556,6,0.2866949754802561
85,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,After,After,0,11.93786634957905,0.2596112815352022,5,-0.087284028174399
86,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
87,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,woman,woman,2,10.27446473018562,-0.2445640010372359,5,-0.087284028174399
88,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,moved,moved,3,9.589735252351163,-0.4521047861055782,5,-0.087284028174399
89,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
90,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,mail,mail,5,8.431635303054591,-0.8031236635530119,4,-0.4612630318290542
91,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,disappeared,disappeared,6,7.892825526251117,-0.9664363406031544,11,2.156589993753532
92,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,mysteriously,mysteriously,7,6.003887067106539,-1.5389716022607969,12,2.530568997408188
93,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,from,from,8,13.161822523668638,0.630591111501295,4,-0.4612630318290542
94,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
95,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,delivery,delivery,10,8.139440521874608,-0.891687594626573,8,1.0346529827895663
96,3,NPZ_AMB,7,7,ambiguous,After the woman moved the mail disappeared mysteriously from the delivery system.,6,system..,system.,11,10.838011052671344,-0.0737537029893679,7,0.6606739791349112
97,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
98,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,woman,woman,1,10.27446473018562,-0.2445640010372359,5,-0.087284028174399
99,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,brought,brought,2,9.697569781886989,-0.4194202535393449,7,0.6606739791349112
100,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,the,the,3,15.687451186819413,1.396106504820095,3,-0.8352420354837095
101,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,mail,mail,4,8.431635303054591,-0.8031236635530119,4,-0.4612630318290542
102,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,disappeared,disappeared,5,7.892825526251117,-0.9664363406031544,11,2.156589993753532
103,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,mysteriously,mysteriously,6,6.003887067106539,-1.5389716022607969,12,2.530568997408188
104,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,after,after,7,11.93786634957905,0.2596112815352022,5,-0.087284028174399
105,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,reading,reading,8,9.42294862137501,-0.502657638658632,7,0.6606739791349112
106,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
107,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,bad,bad,10,10.106673264509393,-0.2954214179317825,3,-0.8352420354837095
108,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,news,news,11,10.281547204953691,-0.2424173103788444,4,-0.4612630318290542
109,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,in,in,12,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
110,3,MVRR_AMB,6,8,ambiguous,The woman brought the mail disappeared mysteriously after reading the bad news in it.,5,it..,it.,13,13.83391514964038,0.8343016800516125,3,-0.8352420354837095
111,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
112,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,boy,boy,1,9.33282345619073,-0.52997448150278,3,-0.8352420354837095
113,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,found,found,2,11.031334966472572,-0.015157427903206,5,-0.087284028174399
114,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,the,the,3,15.687451186819413,1.396106504820095,3,-0.8352420354837095
115,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,chicken,chicken,4,9.301916315463393,-0.5393424033732626,7,0.6606739791349112
116,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,stayed,stayed,5,8.454466361507933,-0.7962035937316666,6,0.2866949754802561
117,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,surprisingly,surprisingly,6,8.36287583103188,-0.8239645872556252,12,2.530568997408188
118,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,happy,happy,7,9.516721521860449,-0.4742351710785395,5,-0.087284028174399
119,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,in,in,8,14.60582619067051,1.0682671052951365,2,-1.2092210391383649
120,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,the,the,9,15.687451186819413,1.396106504820095,3,-0.8352420354837095
121,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,new,new,10,12.356172273774211,0.3863993675115319,3,-0.8352420354837095
122,4,NPS_AMB,6,7,ambiguous,The boy found the chicken stayed surprisingly happy in the new barn.,5,barn..,barn.,11,7.411556287811163,-1.112308540951479,5,-0.087284028174399
123,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,Although,Although,0,10.29896966259089,-0.237136581780333,8,1.0346529827895663
124,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,the,the,1,15.687451186819413,1.396106504820095,3,-0.8352420354837095
125,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,boy,boy,2,9.33282345619073,-0.52997448150278,3,-0.8352420354837095
126,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,attacked,attacked,3,7.793999089503996,-0.9963905297128036,8,1.0346529827895663
127,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
128,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,chicken,chicken,5,9.301916315463393,-0.5393424033732626,7,0.6606739791349112
129,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,stayed,stayed,6,8.454466361507933,-0.7962035937316666,6,0.2866949754802561
130,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,surprisingly,surprisingly,7,8.36287583103188,-0.8239645872556252,12,2.530568997408188
131,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,happy,happy,8,9.516721521860449,-0.4742351710785395,5,-0.087284028174399
132,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,as,as,9,13.52016318199474,0.7392037884173105,2,-1.2092210391383649
133,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,if,if,10,12.528579967917016,0.4386559584025571,2,-1.2092210391383649
134,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,nothing,nothing,11,10.274223180123194,-0.2446372146072833,7,0.6606739791349112
135,4,NPZ_AMB,7,7,ambiguous,Although the boy attacked the chicken stayed surprisingly happy as if nothing happened.,6,happened..,happened.,12,9.516721521860449,-0.4742351710785395,9,1.4086319864442216
136,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
137,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,boy,boy,1,9.33282345619073,-0.52997448150278,3,-0.8352420354837095
138,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,fed,fed,2,8.437067146936952,-0.8014772773812361,3,-0.8352420354837095
139,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,the,the,3,15.687451186819413,1.396106504820095,3,-0.8352420354837095
140,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,chicken,chicken,4,9.301916315463393,-0.5393424033732626,7,0.6606739791349112
141,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,stayed,stayed,5,8.454466361507933,-0.7962035937316666,6,0.2866949754802561
142,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,surprisingly,surprisingly,6,8.36287583103188,-0.8239645872556252,12,2.530568997408188
143,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,happy,happy,7,9.516721521860449,-0.4742351710785395,5,-0.087284028174399
144,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,despite,despite,8,9.796904067133344,-0.3893121360833358,7,0.6606739791349112
145,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,having,having,9,10.40961214374347,-0.2036009620302698,6,0.2866949754802561
146,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,a,a,10,14.90068259642208,1.1576377719789293,1,-1.5832000427930195
147,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,mild,mild,11,7.984462732262196,-0.9386611997735864,4,-0.4612630318290542
148,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,allergic,allergic,12,6.875232087276577,-1.2748678424469084,8,1.0346529827895663
149,4,MVRR_AMB,6,8,ambiguous,The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,5,reaction..,reaction.,13,8.521384396034705,-0.7759208077986877,9,1.4086319864442216
150,5,NPS_AMB,7,8,ambiguous,The new doctor demonstrated the operation appeared increasingly likely to succeed.,6,The,The,0,15.687451186819413,1.396106504820095,3,-0.8352420354837095
151,5,NPS_AMB,7,8,ambiguous,The new doctor demonstrated the operation appeared increasingly likely to succeed.,6,new,new,1,12.356172273774211,0.3863993675115319,3,-0.8352420354837095
152,5,NPS_AMB,7,8,ambiguous,The new doctor demonstrated the operation appeared increasingly likely to succeed.,6,doctor,doctor,2,9.512295103714685,-0.4755768137662741,6,0.2866949754802561
153,5,NPS_AMB,7,8,ambiguous,The new doctor demonstrated the operation appeared increasingly likely to succeed.,6,demonstrated,demonstrated,3,7.947325027016463,-0.9499175992011564,12,2.530568997408188
154,5,NPS_AMB,7,8,ambiguous,The new doctor demonstrated the operation appeared increasingly likely to succeed.,6,the,the,4,15.687451186819413,1.396106504820095,3,-0.8352420354837095
155,5,NPS_AMB,7,8,ambiguous,The new doctor demonstrated the operation appeared increasingly likely to succeed.,6,operation,operation,5,8.763271714012943,-0.702605015947506,9,1.4086319864442216
